0,1,2,3,4,5,6,7,8,9,10
"[475, 274]","[520, 239]","[442, 236]","[779, 1120]","[160, 511]","[799, 1201]","[160, 536]","[779, 1197]","[211, 521]","[765, 1162]","[218, 519]"
"[468, 272]","[511, 236]","[433, 236]","[788, 1123]","[145, 524]","[820, 1202]","[125, 497]","[792, 1198]","[176, 509]","[776, 1162]","[180, 514]"
"[467, 272]","[510, 236]","[430, 236]","[784, 1122]","[143, 548]","[814, 1199]","[137, 570]","[784, 1196]","[178, 543]","[768, 1159]","[185, 541]"
"[467, 272]","[510, 235]","[428, 236]","[787, 1118]","[136, 544]","[811, 1193]","[140, 555]","[787, 1191]","[169, 522]","[766, 1152]","[172, 529]"
"[467, 272]","[510, 235]","[426, 237]","[791, 1118]","[135, 527]","[813, 1193]","[141, 549]","[789, 1190]","[171, 517]","[772, 1152]","[176, 524]"
"[468, 270]","[511, 234]","[426, 237]","[794, 1118]","[137, 528]","[819, 1190]","[144, 559]","[795, 1189]","[176, 535]","[775, 1152]","[181, 532]"
"[469, 266]","[511, 231]","[426, 236]","[796, 1117]","[135, 529]","[822, 1189]","[143, 560]","[798, 1188]","[174, 535]","[781, 1152]","[179, 534]"
"[469, 263]","[511, 229]","[425, 235]","[797, 1117]","[135, 531]","[829, 1188]","[141, 566]","[801, 1186]","[174, 549]","[784, 1152]","[180, 542]"
"[469, 263]","[511, 229]","[425, 235]","[798, 1116]","[134, 526]","[831, 1188]","[128, 547]","[803, 1184]","[173, 533]","[786, 1151]","[178, 533]"
"[470, 262]","[511, 228]","[425, 235]","[800, 1115]","[134, 523]","[835, 1186]","[123, 537]","[805, 1182]","[171, 525]","[789, 1147]","[177, 524]"
"[470, 262]","[511, 228]","[425, 234]","[801, 1113]","[134, 522]","[836, 1186]","[125, 523]","[807, 1180]","[171, 510]","[790, 1143]","[176, 522]"
"[470, 261]","[511, 227]","[425, 234]","[800, 1111]","[134, 521]","[832, 1184]","[127, 518]","[805, 1179]","[171, 506]","[788, 1141]","[177, 518]"
"[470, 261]","[512, 227]","[425, 234]","[798, 1109]","[135, 519]","[829, 1183]","[128, 516]","[803, 1178]","[175, 510]","[786, 1139]","[178, 516]"
"[470, 260]","[512, 226]","[425, 234]","[798, 1108]","[135, 518]","[827, 1182]","[129, 515]","[802, 1176]","[178, 515]","[784, 1138]","[180, 516]"
"[470, 260]","[512, 226]","[425, 233]","[797, 1107]","[136, 517]","[826, 1182]","[130, 514]","[801, 1176]","[179, 515]","[784, 1137]","[181, 516]"
"[470, 259]","[512, 225]","[425, 233]","[796, 1107]","[136, 517]","[825, 1181]","[132, 532]","[800, 1175]","[179, 519]","[783, 1136]","[181, 521]"
"[470, 259]","[512, 225]","[425, 233]","[796, 1107]","[136, 517]","[825, 1181]","[130, 530]","[800, 1175]","[179, 518]","[782, 1137]","[181, 519]"
"[470, 259]","[512, 225]","[425, 233]","[796, 1107]","[136, 516]","[824, 1181]","[130, 528]","[799, 1176]","[179, 519]","[785, 1145]","[181, 519]"
