0,1,2,3,4,5,6,7,8,9,10
"[473, 259]","[516, 218]","[431, 219]","[790, 1116]","[257, 577]","[816, 1211]","[255, 500]","[783, 1213]","[254, 479]","[759, 1181]","[258, 500]"
"[473, 244]","[520, 201]","[425, 203]","[785, 1125]","[249, 577]","[803, 1243]","[255, 491]","[771, 1242]","[249, 472]","[748, 1208]","[256, 496]"
"[473, 239]","[522, 195]","[421, 199]","[782, 1136]","[248, 577]","[799, 1244]","[252, 488]","[765, 1242]","[246, 468]","[742, 1206]","[253, 492]"
"[473, 235]","[523, 192]","[419, 195]","[778, 1146]","[245, 584]","[802, 1256]","[247, 488]","[768, 1252]","[242, 469]","[744, 1215]","[247, 493]"
"[472, 235]","[523, 192]","[417, 193]","[784, 1151]","[243, 583]","[805, 1270]","[241, 489]","[771, 1266]","[236, 469]","[746, 1228]","[242, 493]"
"[472, 234]","[524, 189]","[417, 191]","[779, 1141]","[243, 587]","[805, 1244]","[242, 491]","[773, 1255]","[237, 470]","[747, 1217]","[243, 494]"
"[472, 236]","[524, 188]","[416, 192]","[782, 1133]","[249, 588]","[809, 1235]","[246, 492]","[779, 1241]","[240, 470]","[756, 1209]","[248, 494]"
"[471, 237]","[524, 188]","[415, 192]","[785, 1129]","[248, 591]","[811, 1231]","[245, 496]","[790, 1237]","[239, 472]","[761, 1202]","[247, 497]"
"[469, 238]","[524, 187]","[414, 194]","[777, 1131]","[245, 592]","[801, 1245]","[240, 501]","[778, 1245]","[236, 475]","[752, 1207]","[244, 499]"
"[467, 238]","[524, 187]","[412, 195]","[774, 1126]","[248, 591]","[797, 1234]","[243, 501]","[773, 1236]","[239, 475]","[752, 1199]","[247, 499]"
"[466, 238]","[524, 188]","[412, 194]","[773, 1123]","[249, 591]","[793, 1230]","[246, 503]","[773, 1231]","[241, 476]","[748, 1195]","[249, 500]"
"[465, 238]","[524, 189]","[412, 194]","[772, 1121]","[249, 591]","[790, 1228]","[244, 507]","[772, 1228]","[240, 479]","[745, 1192]","[248, 502]"
"[464, 237]","[523, 189]","[411, 194]","[773, 1123]","[248, 591]","[791, 1231]","[243, 508]","[770, 1229]","[239, 481]","[743, 1192]","[247, 503]"
"[463, 237]","[523, 189]","[411, 193]","[775, 1126]","[249, 591]","[791, 1234]","[243, 509]","[768, 1232]","[239, 481]","[741, 1194]","[247, 503]"
"[463, 237]","[523, 189]","[411, 193]","[776, 1128]","[249, 589]","[791, 1237]","[244, 507]","[768, 1234]","[240, 480]","[740, 1197]","[247, 501]"
"[463, 236]","[523, 189]","[411, 192]","[778, 1130]","[249, 587]","[794, 1240]","[244, 505]","[769, 1238]","[240, 479]","[741, 1201]","[248, 500]"
"[463, 235]","[523, 189]","[411, 191]","[781, 1133]","[249, 587]","[795, 1245]","[245, 505]","[770, 1243]","[241, 479]","[742, 1205]","[248, 500]"
"[463, 234]","[523, 188]","[411, 191]","[783, 1136]","[249, 587]","[796, 1251]","[245, 505]","[769, 1249]","[241, 479]","[742, 1211]","[249, 500]"
"[463, 234]","[523, 187]","[411, 190]","[784, 1138]","[250, 587]","[796, 1253]","[246, 507]","[769, 1251]","[241, 479]","[742, 1212]","[249, 501]"
"[462, 233]","[522, 187]","[411, 190]","[785, 1141]","[250, 588]","[796, 1254]","[246, 509]","[769, 1252]","[242, 480]","[742, 1213]","[249, 502]"
"[462, 233]","[522, 187]","[411, 190]","[785, 1140]","[250, 589]","[796, 1254]","[247, 510]","[769, 1251]","[242, 480]","[742, 1213]","[250, 502]"
"[462, 233]","[522, 187]","[410, 190]","[786, 1141]","[250, 590]","[796, 1253]","[247, 511]","[769, 1251]","[242, 481]","[742, 1212]","[250, 502]"
"[462, 233]","[522, 187]","[410, 190]","[785, 1140]","[250, 592]","[796, 1252]","[249, 513]","[769, 1250]","[243, 482]","[741, 1212]","[251, 504]"
"[461, 233]","[522, 187]","[410, 190]","[785, 1140]","[251, 594]","[796, 1252]","[251, 516]","[769, 1250]","[244, 484]","[741, 1211]","[251, 505]"
"[461, 233]","[521, 187]","[410, 191]","[785, 1139]","[251, 595]","[796, 1247]","[252, 516]","[769, 1244]","[245, 484]","[741, 1206]","[252, 505]"
"[461, 233]","[521, 187]","[410, 191]","[784, 1139]","[252, 595]","[796, 1247]","[252, 517]","[769, 1243]","[245, 484]","[741, 1205]","[252, 505]"
