0,1,2,3,4,5,6,7,8,9,10
"[436, 260]","[486, 218]","[395, 214]","[668, 534]","[239, 628]","[651, 478]","[235, 580]","[658, 431]","[236, 538]","[649, 464]","[244, 550]"
"[448, 260]","[495, 217]","[402, 215]","[704, 525]","[261, 585]","[684, 466]","[259, 530]","[691, 429]","[260, 500]","[683, 458]","[269, 514]"
"[455, 260]","[501, 215]","[406, 215]","[701, 535]","[249, 596]","[683, 477]","[244, 564]","[687, 437]","[249, 531]","[680, 466]","[260, 540]"
"[457, 258]","[503, 213]","[408, 215]","[702, 541]","[257, 605]","[682, 487]","[259, 557]","[685, 446]","[263, 524]","[681, 472]","[272, 537]"
"[457, 257]","[503, 212]","[408, 216]","[701, 548]","[254, 612]","[687, 494]","[254, 563]","[692, 449]","[256, 526]","[687, 474]","[265, 540]"
"[457, 256]","[503, 210]","[408, 216]","[696, 549]","[252, 606]","[682, 486]","[255, 551]","[689, 450]","[258, 514]","[684, 476]","[265, 530]"
"[457, 256]","[503, 209]","[408, 215]","[692, 545]","[252, 596]","[679, 477]","[256, 536]","[687, 447]","[259, 506]","[681, 472]","[266, 521]"
"[457, 256]","[503, 208]","[408, 215]","[690, 540]","[252, 587]","[676, 472]","[257, 528]","[684, 444]","[259, 501]","[678, 469]","[266, 515]"
"[456, 256]","[502, 208]","[408, 215]","[693, 540]","[249, 591]","[680, 473]","[252, 533]","[687, 444]","[254, 504]","[681, 469]","[263, 518]"
"[456, 255]","[502, 207]","[407, 215]","[695, 541]","[246, 591]","[680, 474]","[245, 540]","[686, 445]","[248, 509]","[681, 470]","[258, 522]"
"[455, 255]","[502, 207]","[407, 215]","[690, 541]","[246, 594]","[674, 476]","[246, 538]","[680, 446]","[247, 509]","[676, 471]","[257, 524]"
"[455, 255]","[502, 207]","[407, 215]","[687, 542]","[245, 593]","[671, 476]","[247, 534]","[676, 445]","[248, 507]","[673, 472]","[258, 522]"
"[455, 255]","[502, 207]","[407, 215]","[687, 543]","[244, 594]","[669, 477]","[246, 533]","[674, 446]","[248, 506]","[672, 474]","[257, 521]"
"[455, 254]","[502, 207]","[407, 215]","[687, 544]","[243, 593]","[670, 478]","[246, 532]","[675, 446]","[248, 504]","[673, 476]","[257, 520]"
"[454, 254]","[502, 207]","[407, 215]","[683, 544]","[243, 592]","[666, 478]","[247, 530]","[671, 447]","[249, 504]","[669, 476]","[257, 519]"
"[454, 254]","[501, 207]","[407, 215]","[680, 543]","[243, 591]","[663, 477]","[247, 527]","[669, 446]","[249, 502]","[666, 474]","[257, 517]"
"[454, 254]","[501, 207]","[406, 215]","[678, 540]","[243, 589]","[661, 475]","[247, 526]","[666, 443]","[250, 501]","[663, 471]","[258, 516]"
"[454, 254]","[501, 207]","[406, 215]","[676, 539]","[242, 588]","[660, 474]","[247, 526]","[666, 443]","[250, 501]","[662, 470]","[258, 515]"
"[454, 254]","[501, 207]","[406, 215]","[675, 539]","[242, 587]","[660, 474]","[247, 525]","[666, 443]","[250, 501]","[661, 469]","[258, 515]"
"[454, 254]","[500, 207]","[406, 215]","[675, 539]","[242, 586]","[661, 474]","[247, 524]","[667, 443]","[250, 500]","[662, 469]","[258, 514]"
"[453, 254]","[500, 207]","[405, 215]","[675, 538]","[242, 584]","[661, 474]","[248, 522]","[667, 443]","[251, 499]","[662, 469]","[258, 513]"
"[453, 254]","[499, 207]","[405, 215]","[675, 538]","[242, 584]","[661, 474]","[248, 522]","[667, 443]","[251, 498]","[662, 468]","[259, 513]"
"[453, 254]","[499, 207]","[405, 215]","[675, 538]","[242, 584]","[661, 474]","[248, 522]","[668, 443]","[252, 498]","[662, 468]","[259, 513]"
"[453, 254]","[499, 207]","[405, 215]","[676, 538]","[242, 584]","[662, 474]","[248, 522]","[669, 443]","[252, 498]","[662, 468]","[260, 513]"
"[452, 254]","[498, 207]","[404, 215]","[676, 538]","[242, 584]","[663, 474]","[248, 522]","[670, 443]","[252, 498]","[663, 468]","[260, 512]"
"[452, 254]","[498, 207]","[404, 215]","[677, 540]","[242, 584]","[665, 475]","[248, 522]","[672, 445]","[252, 498]","[667, 471]","[260, 512]"
"[452, 254]","[498, 207]","[404, 215]","[677, 540]","[242, 584]","[665, 475]","[248, 522]","[672, 444]","[252, 498]","[666, 470]","[260, 512]"
"[451, 254]","[497, 207]","[404, 215]","[677, 540]","[242, 584]","[665, 475]","[248, 522]","[672, 444]","[251, 498]","[666, 470]","[259, 512]"
"[451, 254]","[497, 207]","[403, 215]","[678, 540]","[241, 585]","[665, 475]","[248, 522]","[672, 444]","[251, 499]","[667, 470]","[259, 513]"
"[450, 254]","[497, 207]","[403, 215]","[678, 541]","[242, 588]","[665, 475]","[248, 524]","[673, 444]","[252, 500]","[667, 470]","[260, 515]"
"[450, 254]","[497, 207]","[403, 215]","[678, 541]","[242, 592]","[665, 475]","[248, 529]","[674, 444]","[252, 502]","[668, 470]","[260, 518]"
"[450, 254]","[496, 207]","[403, 215]","[678, 540]","[242, 593]","[665, 474]","[249, 529]","[673, 443]","[252, 503]","[668, 469]","[260, 518]"
"[450, 254]","[496, 207]","[403, 215]","[677, 539]","[242, 593]","[665, 473]","[249, 529]","[673, 442]","[252, 503]","[668, 468]","[260, 518]"
"[449, 254]","[496, 207]","[402, 215]","[677, 538]","[242, 592]","[665, 471]","[249, 528]","[673, 440]","[253, 502]","[667, 466]","[260, 518]"
"[449, 254]","[496, 207]","[402, 215]","[677, 539]","[242, 591]","[665, 472]","[249, 528]","[673, 441]","[253, 502]","[667, 470]","[260, 518]"
"[449, 254]","[496, 207]","[402, 215]","[676, 536]","[242, 586]","[665, 471]","[249, 524]","[672, 439]","[253, 498]","[667, 468]","[260, 514]"
"[449, 254]","[495, 207]","[402, 215]","[676, 533]","[241, 580]","[664, 468]","[248, 519]","[671, 437]","[253, 493]","[666, 465]","[260, 508]"
"[449, 254]","[495, 207]","[402, 215]","[675, 529]","[240, 576]","[663, 466]","[248, 515]","[668, 434]","[253, 491]","[663, 463]","[260, 505]"
"[448, 254]","[495, 207]","[401, 216]","[672, 525]","[240, 572]","[660, 463]","[248, 510]","[664, 430]","[253, 487]","[660, 460]","[260, 502]"
