0,1,2,3,4,5,6,7,8,9,10
"[509, 245]","[563, 211]","[470, 206]","[652, 838]","[248, 835]","[607, 848]","[291, 827]","[614, 806]","[290, 779]","[613, 791]","[286, 772]"
"[497, 254]","[549, 219]","[458, 217]","[650, 815]","[254, 825]","[616, 826]","[299, 816]","[615, 791]","[297, 764]","[614, 777]","[292, 758]"
"[494, 257]","[545, 222]","[454, 221]","[637, 814]","[260, 823]","[601, 827]","[305, 816]","[605, 792]","[306, 765]","[605, 776]","[301, 758]"
"[492, 259]","[541, 222]","[450, 223]","[628, 814]","[261, 818]","[586, 828]","[310, 812]","[588, 791]","[311, 762]","[589, 776]","[305, 755]"
"[490, 259]","[540, 222]","[449, 224]","[634, 816]","[263, 813]","[596, 829]","[311, 807]","[598, 792]","[312, 757]","[598, 777]","[305, 749]"
"[489, 260]","[538, 222]","[447, 224]","[633, 810]","[265, 809]","[600, 823]","[313, 801]","[598, 789]","[312, 752]","[598, 774]","[306, 744]"
"[489, 260]","[538, 222]","[447, 224]","[606, 796]","[266, 809]","[569, 813]","[313, 801]","[563, 778]","[314, 752]","[564, 762]","[308, 745]"
"[489, 260]","[537, 223]","[447, 225]","[595, 787]","[263, 811]","[558, 807]","[310, 804]","[550, 772]","[312, 755]","[551, 756]","[306, 747]"
"[490, 260]","[538, 223]","[447, 225]","[604, 787]","[264, 812]","[571, 808]","[311, 805]","[565, 772]","[312, 756]","[565, 756]","[306, 748]"
"[490, 260]","[538, 223]","[447, 225]","[605, 785]","[265, 811]","[565, 806]","[312, 805]","[562, 770]","[313, 756]","[563, 754]","[307, 748]"
"[490, 260]","[538, 223]","[447, 224]","[612, 787]","[264, 812]","[576, 807]","[312, 805]","[574, 772]","[313, 756]","[574, 754]","[306, 748]"
"[490, 260]","[538, 223]","[447, 224]","[616, 787]","[265, 810]","[581, 808]","[312, 805]","[581, 774]","[312, 756]","[579, 756]","[306, 747]"
