0,1,2,3,4,5,6,7,8,9,10
"[469, 327]","[519, 293]","[423, 294]","[639, 1128]","[348, 838]","[646, 1229]","[410, 825]","[618, 1222]","[424, 789]","[617, 1178]","[405, 789]"
"[469, 331]","[519, 299]","[425, 299]","[630, 1118]","[363, 859]","[635, 1217]","[425, 846]","[606, 1215]","[439, 809]","[601, 1169]","[419, 809]"
"[469, 333]","[518, 302]","[426, 301]","[626, 1111]","[366, 860]","[631, 1205]","[428, 848]","[601, 1205]","[441, 812]","[594, 1161]","[422, 811]"
"[469, 335]","[518, 303]","[427, 303]","[624, 1110]","[366, 862]","[628, 1201]","[428, 848]","[597, 1201]","[441, 812]","[590, 1158]","[422, 812]"
"[469, 335]","[518, 304]","[427, 304]","[623, 1109]","[364, 862]","[626, 1200]","[425, 846]","[597, 1199]","[438, 810]","[590, 1156]","[418, 811]"
"[469, 336]","[518, 304]","[427, 304]","[623, 1107]","[362, 864]","[627, 1197]","[423, 847]","[599, 1198]","[435, 811]","[591, 1156]","[415, 812]"
"[469, 336]","[518, 304]","[427, 304]","[625, 1103]","[364, 864]","[629, 1187]","[424, 849]","[600, 1181]","[436, 812]","[592, 1146]","[416, 811]"
"[469, 337]","[518, 304]","[427, 305]","[626, 1099]","[365, 864]","[630, 1180]","[426, 850]","[600, 1171]","[437, 813]","[593, 1138]","[418, 812]"
"[469, 337]","[518, 303]","[427, 305]","[627, 1099]","[365, 865]","[631, 1183]","[426, 851]","[602, 1175]","[436, 813]","[594, 1139]","[418, 813]"
"[469, 337]","[518, 303]","[427, 305]","[627, 1100]","[365, 867]","[630, 1184]","[426, 851]","[601, 1177]","[436, 813]","[594, 1140]","[418, 814]"
"[469, 337]","[518, 303]","[427, 305]","[627, 1100]","[364, 867]","[628, 1185]","[425, 851]","[600, 1178]","[435, 813]","[593, 1141]","[416, 814]"
"[470, 337]","[518, 303]","[427, 305]","[623, 1100]","[365, 870]","[623, 1186]","[426, 852]","[594, 1180]","[435, 814]","[588, 1142]","[417, 815]"
