0,1,2,3,4,5,6,7,8,9,10
"[479, 258]","[527, 226]","[446, 217]","[627, 727]","[184, 636]","[633, 691]","[191, 588]","[657, 646]","[202, 545]","[647, 654]","[204, 561]"
"[486, 270]","[532, 238]","[454, 227]","[653, 729]","[207, 632]","[665, 692]","[220, 585]","[683, 649]","[229, 532]","[671, 660]","[228, 548]"
"[489, 273]","[535, 241]","[458, 229]","[653, 748]","[212, 623]","[668, 713]","[231, 568]","[687, 669]","[240, 520]","[674, 677]","[238, 537]"
"[488, 275]","[535, 242]","[455, 233]","[663, 751]","[211, 624]","[682, 716]","[229, 572]","[700, 671]","[239, 523]","[686, 680]","[236, 539]"
"[488, 276]","[535, 243]","[454, 234]","[655, 745]","[207, 624]","[670, 707]","[220, 578]","[688, 666]","[230, 524]","[676, 677]","[229, 540]"
"[489, 276]","[537, 242]","[456, 234]","[650, 742]","[209, 623]","[663, 702]","[222, 572]","[681, 663]","[230, 521]","[670, 675]","[230, 538]"
"[490, 276]","[537, 242]","[456, 233]","[657, 739]","[209, 622]","[668, 698]","[223, 570]","[688, 658]","[231, 520]","[675, 672]","[230, 537]"
"[490, 276]","[537, 242]","[455, 234]","[662, 737]","[207, 619]","[672, 695]","[221, 566]","[692, 654]","[229, 518]","[679, 668]","[229, 535]"
"[490, 276]","[537, 243]","[455, 234]","[666, 735]","[206, 615]","[674, 693]","[219, 562]","[695, 653]","[227, 516]","[682, 665]","[227, 534]"
"[492, 276]","[538, 242]","[456, 234]","[665, 734]","[204, 614]","[673, 691]","[217, 561]","[695, 651]","[226, 516]","[682, 663]","[225, 533]"
"[493, 275]","[539, 242]","[456, 234]","[665, 733]","[204, 612]","[677, 686]","[218, 561]","[699, 650]","[227, 515]","[684, 662]","[226, 531]"
"[493, 275]","[539, 242]","[456, 233]","[668, 732]","[204, 611]","[681, 679]","[219, 560]","[702, 647]","[228, 514]","[687, 661]","[226, 531]"
"[493, 275]","[540, 242]","[456, 233]","[670, 731]","[203, 610]","[681, 678]","[219, 557]","[701, 646]","[228, 512]","[687, 661]","[226, 529]"
"[493, 275]","[540, 242]","[456, 233]","[670, 731]","[203, 609]","[681, 677]","[220, 557]","[701, 646]","[228, 512]","[687, 660]","[226, 529]"
"[493, 274]","[540, 241]","[456, 233]","[670, 730]","[203, 609]","[681, 677]","[220, 557]","[700, 645]","[228, 512]","[686, 660]","[226, 529]"
"[493, 274]","[540, 241]","[456, 233]","[670, 729]","[203, 608]","[682, 676]","[220, 556]","[701, 643]","[228, 512]","[687, 659]","[226, 529]"
"[493, 274]","[540, 241]","[456, 233]","[670, 729]","[204, 608]","[682, 674]","[221, 557]","[701, 642]","[229, 513]","[687, 658]","[227, 529]"
"[493, 274]","[540, 241]","[456, 233]","[669, 729]","[204, 608]","[682, 673]","[221, 557]","[701, 641]","[229, 513]","[686, 658]","[227, 530]"
"[493, 274]","[540, 241]","[456, 232]","[667, 727]","[205, 608]","[680, 670]","[221, 557]","[699, 636]","[229, 513]","[685, 656]","[228, 530]"
"[493, 274]","[540, 241]","[455, 232]","[666, 725]","[206, 608]","[679, 668]","[222, 558]","[699, 634]","[229, 513]","[684, 654]","[228, 530]"
"[493, 274]","[540, 241]","[455, 232]","[665, 725]","[206, 610]","[678, 668]","[221, 560]","[697, 634]","[229, 516]","[683, 654]","[228, 532]"
"[493, 274]","[540, 241]","[455, 232]","[664, 726]","[207, 613]","[677, 670]","[221, 563]","[697, 635]","[229, 519]","[682, 654]","[228, 534]"
"[493, 274]","[540, 241]","[455, 232]","[664, 728]","[207, 617]","[677, 681]","[221, 568]","[696, 641]","[228, 524]","[682, 657]","[227, 538]"
"[493, 274]","[540, 241]","[455, 232]","[663, 729]","[207, 619]","[676, 681]","[221, 571]","[696, 643]","[228, 526]","[681, 658]","[227, 540]"
"[493, 274]","[540, 241]","[455, 232]","[662, 731]","[206, 627]","[674, 687]","[218, 581]","[694, 647]","[225, 532]","[681, 660]","[226, 547]"
"[493, 274]","[540, 242]","[455, 233]","[661, 733]","[206, 631]","[673, 690]","[217, 586]","[692, 650]","[224, 535]","[681, 661]","[225, 550]"
"[493, 275]","[540, 242]","[455, 233]","[659, 733]","[206, 630]","[672, 690]","[216, 585]","[691, 650]","[223, 536]","[680, 661]","[224, 550]"
"[493, 275]","[540, 242]","[455, 233]","[658, 733]","[206, 630]","[670, 691]","[215, 585]","[689, 651]","[222, 536]","[679, 662]","[223, 550]"
"[493, 275]","[540, 242]","[455, 233]","[658, 732]","[206, 630]","[670, 687]","[214, 585]","[689, 649]","[221, 536]","[679, 661]","[223, 550]"
"[493, 275]","[540, 242]","[455, 233]","[658, 732]","[206, 630]","[670, 685]","[214, 585]","[689, 648]","[221, 536]","[679, 660]","[222, 551]"
"[493, 275]","[540, 242]","[455, 233]","[657, 732]","[206, 631]","[670, 686]","[214, 586]","[689, 648]","[220, 537]","[679, 660]","[222, 552]"
"[493, 275]","[540, 242]","[455, 233]","[657, 732]","[205, 631]","[670, 688]","[213, 587]","[689, 649]","[220, 537]","[679, 661]","[222, 552]"
"[493, 275]","[540, 242]","[455, 233]","[656, 733]","[205, 633]","[668, 690]","[213, 588]","[688, 650]","[220, 538]","[678, 662]","[222, 554]"
"[493, 275]","[540, 242]","[455, 233]","[655, 734]","[205, 635]","[666, 692]","[213, 589]","[686, 652]","[220, 538]","[677, 662]","[222, 555]"
"[493, 275]","[540, 242]","[455, 233]","[654, 735]","[205, 636]","[665, 694]","[213, 590]","[685, 653]","[220, 539]","[676, 663]","[222, 555]"
"[493, 275]","[540, 242]","[455, 233]","[653, 736]","[205, 636]","[664, 696]","[213, 591]","[685, 655]","[220, 539]","[676, 664]","[222, 556]"
"[493, 275]","[540, 242]","[455, 233]","[652, 736]","[205, 636]","[663, 695]","[213, 591]","[684, 655]","[220, 539]","[675, 664]","[222, 556]"
"[493, 275]","[540, 242]","[455, 233]","[652, 736]","[205, 637]","[663, 695]","[213, 591]","[683, 655]","[220, 540]","[674, 664]","[222, 557]"
"[493, 275]","[540, 242]","[455, 233]","[652, 737]","[205, 637]","[663, 697]","[213, 593]","[683, 656]","[220, 541]","[674, 665]","[221, 558]"
"[493, 275]","[540, 242]","[455, 233]","[652, 738]","[205, 638]","[663, 698]","[213, 593]","[683, 656]","[220, 541]","[674, 666]","[221, 558]"
"[493, 275]","[540, 242]","[455, 233]","[650, 739]","[205, 638]","[662, 700]","[214, 593]","[682, 659]","[221, 541]","[673, 667]","[222, 559]"
"[493, 275]","[540, 242]","[455, 233]","[649, 739]","[206, 638]","[661, 701]","[214, 593]","[682, 659]","[222, 541]","[673, 668]","[222, 559]"
"[493, 275]","[540, 242]","[455, 233]","[648, 739]","[206, 637]","[661, 701]","[215, 592]","[682, 659]","[222, 541]","[672, 668]","[223, 557]"
"[493, 275]","[540, 242]","[455, 233]","[648, 739]","[206, 636]","[661, 700]","[215, 591]","[682, 659]","[223, 540]","[672, 668]","[223, 556]"
"[493, 275]","[540, 243]","[455, 233]","[648, 738]","[206, 632]","[662, 697]","[215, 583]","[682, 658]","[223, 536]","[672, 667]","[223, 551]"
"[493, 275]","[540, 243]","[455, 233]","[648, 736]","[206, 630]","[662, 694]","[216, 579]","[683, 657]","[223, 533]","[673, 666]","[223, 549]"
"[493, 275]","[540, 243]","[455, 233]","[648, 736]","[206, 628]","[663, 693]","[216, 577]","[684, 656]","[223, 531]","[673, 666]","[223, 547]"
"[493, 275]","[540, 243]","[455, 233]","[648, 736]","[206, 626]","[664, 692]","[216, 575]","[685, 656]","[223, 530]","[673, 665]","[223, 546]"
"[493, 275]","[540, 243]","[455, 233]","[648, 735]","[206, 625]","[666, 690]","[216, 573]","[686, 654]","[224, 528]","[674, 664]","[223, 544]"
"[493, 275]","[540, 243]","[455, 233]","[648, 735]","[206, 624]","[666, 689]","[217, 572]","[686, 654]","[224, 526]","[674, 664]","[224, 542]"
"[493, 275]","[540, 243]","[455, 234]","[648, 733]","[206, 622]","[667, 686]","[218, 569]","[687, 651]","[225, 524]","[674, 661]","[224, 540]"
"[493, 275]","[540, 243]","[455, 234]","[648, 731]","[206, 620]","[667, 683]","[218, 567]","[687, 648]","[226, 522]","[674, 659]","[225, 538]"
"[493, 275]","[540, 243]","[455, 234]","[649, 730]","[206, 618]","[667, 682]","[219, 565]","[687, 647]","[226, 521]","[675, 658]","[225, 537]"
"[493, 275]","[540, 243]","[455, 234]","[649, 730]","[206, 616]","[667, 681]","[219, 564]","[687, 646]","[227, 520]","[675, 657]","[225, 536]"
"[493, 275]","[541, 243]","[455, 234]","[648, 730]","[206, 614]","[666, 681]","[219, 562]","[686, 646]","[227, 518]","[674, 657]","[226, 535]"
"[493, 276]","[541, 243]","[455, 234]","[648, 730]","[206, 613]","[666, 681]","[220, 561]","[686, 646]","[228, 517]","[674, 657]","[226, 534]"
"[493, 276]","[541, 243]","[455, 234]","[648, 729]","[206, 613]","[665, 679]","[220, 561]","[686, 644]","[228, 517]","[674, 656]","[226, 534]"
"[493, 276]","[541, 243]","[455, 234]","[648, 729]","[206, 613]","[665, 679]","[220, 561]","[686, 644]","[228, 517]","[674, 656]","[226, 533]"
"[493, 275]","[541, 243]","[455, 234]","[648, 729]","[206, 613]","[665, 677]","[220, 561]","[686, 643]","[228, 517]","[674, 656]","[226, 533]"
"[493, 275]","[541, 243]","[455, 234]","[648, 728]","[206, 614]","[665, 674]","[220, 561]","[686, 640]","[227, 517]","[674, 654]","[226, 533]"
"[493, 275]","[541, 242]","[456, 234]","[648, 729]","[206, 613]","[664, 674]","[217, 558]","[685, 640]","[225, 514]","[673, 654]","[224, 532]"
"[493, 275]","[541, 242]","[456, 233]","[648, 729]","[205, 613]","[664, 672]","[212, 557]","[685, 637]","[219, 514]","[673, 653]","[220, 532]"
"[494, 274]","[542, 242]","[456, 233]","[653, 726]","[203, 614]","[666, 672]","[207, 557]","[685, 637]","[214, 515]","[674, 652]","[216, 532]"
"[494, 274]","[542, 242]","[456, 233]","[663, 725]","[197, 588]","[672, 674]","[203, 530]","[688, 639]","[211, 496]","[677, 652]","[213, 513]"
"[494, 274]","[542, 242]","[457, 233]","[662, 714]","[188, 574]","[672, 657]","[194, 515]","[688, 628]","[202, 486]","[677, 643]","[204, 504]"
"[494, 274]","[542, 242]","[457, 233]","[662, 693]","[183, 567]","[672, 633]","[189, 507]","[689, 602]","[198, 481]","[678, 623]","[199, 499]"
"[494, 274]","[542, 242]","[457, 233]","[655, 695]","[178, 559]","[665, 630]","[184, 497]","[686, 602]","[191, 474]","[676, 621]","[193, 492]"
"[494, 274]","[542, 242]","[458, 233]","[654, 671]","[172, 541]","[662, 600]","[183, 480]","[685, 580]","[191, 458]","[676, 599]","[192, 475]"
"[494, 274]","[542, 242]","[458, 233]","[650, 672]","[160, 538]","[657, 600]","[171, 478]","[681, 578]","[179, 453]","[672, 596]","[181, 470]"
"[494, 274]","[542, 242]","[458, 232]","[638, 667]","[149, 535]","[629, 604]","[159, 473]","[667, 561]","[167, 443]","[660, 582]","[170, 463]"
"[494, 275]","[542, 242]","[458, 232]","[628, 672]","[148, 538]","[624, 607]","[154, 477]","[657, 570]","[163, 446]","[650, 590]","[167, 464]"
"[495, 275]","[542, 242]","[458, 232]","[619, 650]","[147, 533]","[621, 559]","[152, 472]","[649, 534]","[162, 441]","[633, 556]","[167, 460]"
"[496, 275]","[542, 242]","[459, 232]","[600, 649]","[136, 534]","[590, 570]","[135, 474]","[625, 521]","[144, 444]","[609, 549]","[152, 462]"
"[497, 275]","[543, 243]","[460, 232]","[571, 596]","[129, 515]","[572, 512]","[132, 452]","[594, 483]","[143, 421]","[583, 506]","[150, 440]"
"[498, 276]","[543, 244]","[460, 232]","[554, 581]","[123, 501]","[551, 495]","[130, 434]","[576, 474]","[141, 403]","[566, 494]","[148, 424]"
"[499, 276]","[543, 245]","[460, 232]","[533, 552]","[120, 496]","[529, 470]","[128, 429]","[548, 445]","[139, 398]","[542, 467]","[146, 419]"
"[500, 277]","[543, 245]","[461, 232]","[528, 540]","[114, 495]","[517, 462]","[122, 421]","[537, 437]","[134, 389]","[533, 458]","[141, 414]"
"[499, 277]","[542, 246]","[460, 233]","[513, 530]","[111, 480]","[491, 459]","[119, 414]","[515, 432]","[133, 380]","[514, 452]","[139, 403]"
"[497, 277]","[540, 246]","[459, 233]","[497, 516]","[109, 481]","[471, 446]","[114, 412]","[500, 419]","[129, 381]","[502, 443]","[136, 406]"
"[495, 279]","[538, 247]","[458, 234]","[471, 512]","[108, 481]","[446, 439]","[111, 410]","[479, 411]","[124, 379]","[483, 436]","[131, 407]"
"[494, 280]","[537, 248]","[458, 234]","[454, 509]","[98, 477]","[435, 435]","[96, 404]","[468, 405]","[112, 371]","[472, 431]","[119, 401]"
"[493, 280]","[536, 248]","[458, 235]","[437, 499]","[89, 480]","[410, 426]","[83, 408]","[437, 393]","[100, 376]","[446, 416]","[105, 404]"
"[493, 281]","[536, 249]","[458, 236]","[411, 489]","[75, 474]","[383, 416]","[66, 404]","[396, 383]","[86, 371]","[404, 404]","[92, 399]"
"[493, 281]","[536, 249]","[458, 236]","[396, 494]","[70, 476]","[363, 416]","[52, 406]","[374, 384]","[72, 373]","[383, 405]","[81, 400]"
"[493, 281]","[536, 249]","[458, 236]","[396, 487]","[65, 478]","[371, 401]","[42, 408]","[382, 375]","[60, 375]","[391, 396]","[72, 402]"
"[493, 280]","[536, 248]","[458, 236]","[386, 495]","[62, 479]","[356, 421]","[34, 408]","[372, 383]","[54, 376]","[381, 406]","[68, 403]"
"[493, 279]","[538, 248]","[460, 236]","[370, 529]","[60, 482]","[326, 465]","[26, 408]","[351, 420]","[50, 376]","[363, 441]","[65, 404]"
"[494, 278]","[539, 248]","[461, 236]","[353, 507]","[60, 494]","[315, 429]","[13, 416]","[334, 397]","[40, 385]","[346, 421]","[61, 414]"
"[494, 278]","[540, 247]","[462, 235]","[337, 508]","[58, 500]","[294, 431]","[1, 421]","[310, 399]","[33, 388]","[323, 423]","[54, 418]"
"[495, 277]","[541, 247]","[464, 235]","[329, 509]","[58, 506]","[276, 433]","[6, 426]","[294, 400]","[38, 394]","[309, 425]","[59, 423]"
"[496, 276]","[543, 245]","[465, 235]","[315, 509]","[59, 508]","[267, 436]","[13, 428]","[282, 403]","[43, 395]","[296, 428]","[62, 423]"
"[497, 275]","[544, 245]","[466, 235]","[314, 513]","[70, 507]","[263, 442]","[28, 428]","[277, 407]","[52, 395]","[291, 432]","[78, 423]"
"[497, 275]","[545, 245]","[467, 234]","[309, 516]","[78, 516]","[254, 450]","[42, 433]","[265, 415]","[67, 401]","[280, 439]","[90, 428]"
"[498, 275]","[546, 244]","[468, 234]","[305, 520]","[78, 524]","[248, 459]","[43, 442]","[256, 423]","[67, 410]","[273, 447]","[90, 440]"
"[499, 275]","[546, 244]","[468, 234]","[312, 542]","[78, 529]","[250, 483]","[41, 449]","[258, 441]","[66, 417]","[273, 467]","[88, 446]"
"[502, 275]","[549, 245]","[470, 234]","[308, 562]","[78, 533]","[244, 502]","[41, 453]","[253, 463]","[66, 422]","[267, 483]","[86, 451]"
"[503, 275]","[550, 245]","[470, 234]","[296, 565]","[78, 544]","[240, 507]","[42, 469]","[251, 470]","[65, 440]","[264, 489]","[86, 469]"
"[505, 275]","[551, 245]","[471, 234]","[291, 572]","[78, 544]","[224, 514]","[40, 470]","[237, 477]","[61, 442]","[254, 495]","[81, 470]"
"[505, 275]","[552, 245]","[472, 234]","[285, 576]","[79, 542]","[214, 519]","[41, 467]","[230, 479]","[61, 440]","[241, 496]","[81, 468]"
"[506, 275]","[553, 245]","[472, 234]","[279, 576]","[82, 546]","[212, 523]","[43, 472]","[228, 486]","[61, 446]","[237, 505]","[81, 474]"
"[506, 275]","[553, 245]","[473, 233]","[261, 573]","[82, 545]","[194, 518]","[41, 471]","[216, 481]","[56, 445]","[233, 500]","[78, 473]"
"[506, 274]","[554, 244]","[473, 233]","[268, 575]","[84, 554]","[201, 523]","[43, 484]","[212, 486]","[56, 458]","[233, 506]","[78, 485]"
"[506, 273]","[554, 243]","[473, 231]","[223, 571]","[84, 558]","[109, 519]","[43, 489]","[173, 483]","[55, 464]","[185, 503]","[78, 491]"
"[506, 272]","[554, 242]","[473, 230]","[212, 570]","[84, 564]","[88, 518]","[44, 500]","[147, 481]","[55, 474]","[170, 501]","[76, 499]"
"[507, 271]","[555, 242]","[473, 228]","[209, 570]","[84, 571]","[91, 519]","[47, 514]","[150, 486]","[55, 485]","[163, 503]","[76, 508]"
"[507, 271]","[555, 242]","[473, 228]","[220, 577]","[87, 572]","[101, 538]","[52, 517]","[156, 490]","[58, 483]","[179, 513]","[79, 507]"
"[507, 271]","[555, 241]","[473, 228]","[228, 579]","[81, 570]","[108, 541]","[47, 512]","[166, 494]","[52, 479]","[186, 512]","[73, 504]"
"[506, 271]","[555, 241]","[473, 228]","[203, 559]","[75, 569]","[106, 541]","[40, 509]","[152, 489]","[46, 477]","[178, 498]","[67, 502]"
"[506, 271]","[555, 241]","[473, 228]","[189, 555]","[72, 569]","[96, 537]","[36, 507]","[136, 488]","[42, 477]","[165, 496]","[63, 501]"
"[505, 271]","[555, 241]","[473, 228]","[188, 556]","[71, 575]","[96, 543]","[34, 510]","[134, 494]","[41, 480]","[164, 499]","[62, 504]"
"[505, 271]","[555, 241]","[473, 228]","[185, 556]","[71, 580]","[95, 542]","[34, 512]","[142, 502]","[41, 483]","[163, 500]","[62, 507]"
"[504, 271]","[555, 241]","[473, 228]","[187, 560]","[71, 580]","[99, 549]","[34, 511]","[141, 505]","[41, 483]","[165, 505]","[62, 506]"
"[504, 271]","[555, 241]","[472, 228]","[171, 560]","[73, 584]","[78, 548]","[35, 513]","[128, 505]","[41, 485]","[150, 515]","[64, 510]"
"[504, 271]","[554, 241]","[472, 228]","[168, 560]","[74, 587]","[74, 549]","[35, 514]","[125, 506]","[42, 486]","[146, 514]","[65, 512]"
"[504, 271]","[554, 241]","[472, 228]","[167, 561]","[76, 588]","[73, 548]","[36, 515]","[125, 507]","[42, 487]","[146, 519]","[67, 513]"
"[504, 271]","[555, 241]","[472, 229]","[168, 559]","[76, 589]","[74, 548]","[36, 515]","[125, 506]","[42, 487]","[145, 512]","[67, 514]"
"[503, 271]","[554, 242]","[472, 229]","[171, 559]","[76, 590]","[77, 548]","[36, 515]","[126, 507]","[41, 487]","[148, 511]","[67, 514]"
"[503, 271]","[554, 242]","[472, 229]","[173, 557]","[76, 590]","[79, 544]","[35, 515]","[130, 507]","[40, 486]","[149, 504]","[66, 513]"
"[503, 271]","[554, 242]","[471, 230]","[173, 555]","[76, 590]","[81, 541]","[34, 515]","[133, 504]","[39, 487]","[150, 499]","[66, 513]"
"[503, 271]","[554, 242]","[471, 230]","[174, 555]","[77, 591]","[81, 541]","[34, 515]","[138, 505]","[39, 487]","[150, 499]","[66, 513]"
