0,1,2,3,4,5,6,7,8,9,10
"[486, 263]","[531, 227]","[445, 215]","[642, 678]","[270, 637]","[624, 614]","[314, 581]","[630, 569]","[322, 539]","[619, 590]","[320, 553]"
"[491, 285]","[533, 247]","[455, 238]","[630, 656]","[290, 625]","[605, 588]","[334, 570]","[611, 546]","[351, 523]","[604, 568]","[348, 540]"
"[493, 290]","[533, 252]","[458, 245]","[641, 667]","[277, 630]","[614, 614]","[317, 574]","[622, 572]","[332, 526]","[620, 591]","[329, 543]"
"[495, 287]","[534, 250]","[459, 243]","[653, 673]","[287, 620]","[631, 619]","[330, 562]","[640, 580]","[341, 515]","[637, 599]","[337, 532]"
"[496, 287]","[535, 249]","[462, 242]","[649, 666]","[278, 633]","[620, 612]","[324, 582]","[631, 575]","[335, 534]","[629, 594]","[330, 552]"
"[497, 287]","[535, 250]","[462, 242]","[644, 664]","[281, 632]","[612, 603]","[333, 580]","[619, 567]","[340, 535]","[618, 588]","[334, 552]"
"[497, 288]","[535, 250]","[462, 243]","[648, 660]","[280, 632]","[622, 596]","[329, 579]","[627, 560]","[335, 534]","[624, 582]","[330, 551]"
"[498, 290]","[536, 251]","[463, 244]","[653, 666]","[279, 633]","[625, 606]","[326, 580]","[630, 569]","[332, 536]","[627, 589]","[328, 553]"
"[498, 290]","[536, 251]","[463, 244]","[654, 670]","[281, 633]","[625, 608]","[331, 579]","[631, 572]","[339, 536]","[629, 592]","[334, 553]"
"[498, 289]","[537, 250]","[464, 243]","[652, 672]","[281, 633]","[623, 614]","[328, 580]","[631, 577]","[338, 537]","[627, 595]","[334, 554]"
"[499, 288]","[537, 250]","[464, 242]","[655, 673]","[283, 633]","[629, 617]","[332, 580]","[635, 579]","[340, 537]","[631, 598]","[335, 554]"
"[500, 288]","[537, 249]","[466, 241]","[654, 674]","[283, 633]","[626, 618]","[332, 580]","[630, 581]","[339, 537]","[628, 599]","[334, 554]"
"[501, 287]","[538, 249]","[467, 241]","[648, 663]","[282, 635]","[618, 595]","[332, 583]","[622, 563]","[337, 540]","[620, 584]","[333, 557]"
"[502, 287]","[539, 248]","[467, 240]","[649, 661]","[282, 635]","[621, 593]","[333, 583]","[625, 563]","[339, 539]","[621, 584]","[334, 557]"
"[503, 287]","[539, 248]","[468, 240]","[651, 658]","[281, 635]","[624, 592]","[332, 581]","[627, 563]","[337, 538]","[623, 583]","[332, 555]"
"[503, 286]","[539, 248]","[468, 240]","[652, 657]","[281, 634]","[625, 591]","[332, 579]","[627, 562]","[338, 535]","[624, 583]","[333, 553]"
"[503, 286]","[539, 248]","[468, 240]","[651, 656]","[281, 632]","[624, 587]","[332, 577]","[625, 557]","[339, 533]","[621, 579]","[334, 550]"
"[503, 286]","[540, 248]","[468, 239]","[650, 654]","[280, 631]","[622, 584]","[332, 577]","[624, 552]","[339, 532]","[621, 575]","[334, 549]"
"[503, 286]","[540, 248]","[468, 239]","[648, 655]","[281, 628]","[620, 584]","[332, 574]","[625, 552]","[339, 529]","[621, 575]","[334, 545]"
"[502, 286]","[540, 247]","[467, 239]","[648, 655]","[284, 626]","[619, 583]","[335, 571]","[625, 552]","[342, 526]","[622, 574]","[337, 542]"
"[502, 285]","[540, 246]","[466, 239]","[648, 654]","[284, 626]","[618, 583]","[335, 571]","[626, 552]","[343, 527]","[622, 574]","[337, 543]"
"[502, 285]","[540, 246]","[466, 239]","[648, 653]","[284, 627]","[619, 584]","[336, 572]","[626, 552]","[343, 528]","[622, 574]","[337, 544]"
"[502, 285]","[540, 245]","[466, 239]","[648, 653]","[289, 627]","[619, 584]","[344, 570]","[628, 554]","[351, 526]","[624, 575]","[344, 543]"
"[502, 284]","[540, 245]","[466, 238]","[648, 662]","[290, 628]","[620, 598]","[347, 572]","[629, 567]","[356, 527]","[625, 587]","[347, 544]"
"[502, 283]","[540, 244]","[466, 237]","[649, 666]","[291, 631]","[617, 623]","[347, 578]","[630, 573]","[356, 531]","[626, 592]","[347, 548]"
"[503, 283]","[540, 244]","[466, 236]","[646, 668]","[302, 630]","[614, 622]","[358, 577]","[630, 572]","[366, 530]","[625, 596]","[358, 547]"
"[503, 283]","[541, 244]","[467, 236]","[640, 662]","[308, 630]","[611, 602]","[359, 577]","[627, 562]","[367, 530]","[623, 586]","[360, 547]"
"[504, 283]","[543, 244]","[469, 235]","[628, 637]","[328, 609]","[601, 570]","[372, 554]","[614, 532]","[375, 509]","[609, 553]","[370, 525]"
"[505, 283]","[545, 243]","[471, 231]","[619, 607]","[346, 590]","[602, 530]","[386, 522]","[614, 502]","[383, 481]","[607, 526]","[380, 500]"
"[505, 281]","[545, 241]","[471, 226]","[600, 571]","[355, 565]","[592, 484]","[393, 483]","[603, 460]","[386, 450]","[595, 486]","[384, 473]"
"[506, 280]","[546, 240]","[474, 222]","[602, 565]","[366, 550]","[591, 480]","[404, 473]","[600, 454]","[394, 440]","[593, 480]","[392, 463]"
"[506, 276]","[547, 237]","[476, 215]","[605, 563]","[367, 539]","[592, 482]","[400, 464]","[602, 454]","[392, 431]","[595, 480]","[391, 455]"
"[506, 269]","[547, 233]","[477, 209]","[603, 554]","[373, 527]","[589, 472]","[406, 453]","[600, 443]","[400, 420]","[594, 470]","[397, 446]"
"[507, 267]","[547, 231]","[478, 208]","[601, 545]","[375, 523]","[589, 461]","[407, 448]","[600, 433]","[402, 415]","[594, 461]","[400, 442]"
"[508, 263]","[548, 228]","[479, 206]","[602, 545]","[375, 519]","[590, 462]","[408, 446]","[600, 433]","[404, 413]","[595, 462]","[401, 439]"
"[509, 261]","[548, 226]","[481, 205]","[603, 548]","[374, 517]","[591, 466]","[407, 443]","[602, 437]","[404, 409]","[597, 465]","[401, 436]"
"[510, 260]","[549, 224]","[483, 203]","[603, 548]","[373, 513]","[591, 467]","[406, 440]","[602, 437]","[403, 407]","[597, 465]","[400, 434]"
"[512, 259]","[550, 223]","[485, 203]","[604, 548]","[372, 514]","[591, 468]","[405, 440]","[603, 438]","[402, 406]","[597, 466]","[400, 433]"
"[514, 259]","[552, 224]","[486, 203]","[606, 550]","[371, 515]","[593, 470]","[407, 440]","[604, 441]","[403, 407]","[599, 468]","[400, 433]"
"[517, 260]","[554, 224]","[489, 203]","[611, 552]","[370, 515]","[596, 472]","[407, 441]","[607, 443]","[404, 407]","[603, 470]","[400, 433]"
"[519, 260]","[556, 224]","[490, 204]","[619, 553]","[368, 517]","[605, 472]","[404, 443]","[617, 445]","[401, 409]","[613, 472]","[397, 435]"
"[519, 260]","[557, 224]","[491, 204]","[621, 553]","[367, 518]","[608, 473]","[402, 444]","[620, 447]","[400, 410]","[615, 473]","[396, 436]"
"[521, 260]","[558, 225]","[492, 204]","[623, 554]","[363, 519]","[610, 473]","[397, 445]","[622, 448]","[395, 411]","[616, 473]","[392, 437]"
"[521, 262]","[558, 227]","[492, 206]","[623, 554]","[360, 519]","[608, 473]","[395, 446]","[621, 448]","[393, 411]","[615, 473]","[390, 438]"
"[522, 263]","[559, 228]","[493, 208]","[622, 553]","[353, 522]","[605, 472]","[389, 448]","[617, 446]","[389, 416]","[612, 472]","[387, 439]"
"[523, 263]","[560, 228]","[494, 209]","[622, 554]","[350, 527]","[605, 472]","[381, 450]","[616, 447]","[383, 419]","[610, 473]","[383, 440]"
"[524, 264]","[561, 230]","[495, 212]","[636, 579]","[345, 541]","[613, 497]","[376, 468]","[621, 471]","[378, 434]","[615, 496]","[378, 453]"
"[525, 266]","[562, 232]","[496, 216]","[641, 578]","[335, 546]","[622, 496]","[361, 474]","[629, 471]","[365, 440]","[621, 496]","[367, 457]"
"[525, 266]","[563, 232]","[496, 217]","[661, 596]","[325, 551]","[650, 520]","[354, 485]","[659, 495]","[357, 450]","[651, 521]","[359, 465]"
"[525, 266]","[563, 231]","[496, 217]","[690, 624]","[308, 558]","[685, 553]","[336, 496]","[693, 527]","[338, 462]","[682, 554]","[341, 476]"
"[525, 266]","[563, 231]","[496, 218]","[698, 625]","[302, 562]","[688, 552]","[333, 503]","[695, 525]","[335, 467]","[687, 550]","[336, 481]"
"[527, 266]","[565, 231]","[497, 218]","[709, 653]","[295, 566]","[706, 591]","[324, 508]","[711, 560]","[326, 471]","[702, 583]","[328, 485]"
"[527, 265]","[566, 231]","[498, 218]","[722, 640]","[285, 574]","[726, 572]","[311, 514]","[734, 543]","[312, 477]","[721, 567]","[316, 491]"
"[527, 265]","[567, 232]","[499, 218]","[742, 675]","[261, 590]","[752, 612]","[287, 527]","[756, 578]","[290, 486]","[743, 599]","[293, 500]"
"[528, 265]","[568, 232]","[499, 218]","[740, 670]","[246, 610]","[745, 607]","[274, 552]","[750, 572]","[278, 507]","[736, 591]","[280, 523]"
"[528, 266]","[569, 234]","[500, 219]","[753, 703]","[241, 608]","[780, 684]","[262, 548]","[761, 602]","[269, 507]","[766, 642]","[274, 525]"
"[528, 266]","[569, 235]","[499, 219]","[757, 689]","[226, 613]","[771, 647]","[244, 552]","[767, 586]","[253, 515]","[758, 619]","[258, 533]"
"[528, 266]","[569, 235]","[500, 219]","[763, 690]","[219, 611]","[770, 630]","[231, 550]","[768, 584]","[242, 514]","[758, 609]","[249, 533]"
"[529, 266]","[569, 236]","[500, 219]","[773, 693]","[203, 616]","[778, 626]","[214, 558]","[778, 584]","[227, 526]","[765, 605]","[234, 545]"
"[529, 266]","[570, 236]","[501, 219]","[781, 691]","[182, 621]","[791, 621]","[188, 563]","[787, 583]","[201, 531]","[772, 602]","[211, 551]"
"[530, 266]","[570, 236]","[502, 219]","[793, 688]","[167, 633]","[805, 618]","[174, 576]","[796, 581]","[186, 544]","[781, 600]","[195, 563]"
"[531, 266]","[571, 236]","[502, 219]","[810, 714]","[148, 645]","[842, 651]","[154, 585]","[831, 611]","[166, 553]","[808, 624]","[176, 574]"
"[532, 266]","[571, 236]","[504, 219]","[825, 725]","[129, 644]","[857, 674]","[134, 585]","[850, 635]","[147, 553]","[831, 643]","[155, 572]"
"[532, 265]","[571, 236]","[504, 218]","[849, 727]","[108, 644]","[886, 673]","[100, 584]","[881, 636]","[117, 553]","[864, 646]","[129, 571]"
"[532, 265]","[571, 236]","[504, 218]","[873, 725]","[85, 641]","[912, 670]","[64, 582]","[904, 632]","[82, 549]","[883, 642]","[98, 567]"
"[532, 264]","[571, 236]","[504, 218]","[885, 732]","[65, 639]","[925, 681]","[37, 579]","[915, 639]","[58, 547]","[920, 644]","[74, 565]"
"[532, 264]","[571, 236]","[504, 217]","[884, 741]","[46, 625]","[921, 695]","[4, 550]","[936, 645]","[26, 522]","[917, 656]","[47, 546]"
"[533, 263]","[571, 235]","[504, 217]","[890, 753]","[40, 648]","[923, 713]","[0, 576]","[943, 672]","[24, 550]","[920, 683]","[43, 569]"
"[533, 262]","[571, 234]","[505, 216]","[902, 756]","[17, 627]","[930, 714]","[-34, 554]","[948, 670]","[-13, 527]","[925, 681]","[12, 551]"
"[535, 262]","[572, 234]","[505, 216]","[913, 758]","[-5, 627]","[939, 719]","[-63, 549]","[957, 672]","[-39, 523]","[932, 684]","[-11, 549]"
"[535, 261]","[572, 234]","[506, 216]","[937, 764]","[-10, 627]","[953, 737]","[-75, 548]","[968, 697]","[-54, 519]","[944, 706]","[-22, 549]"
"[535, 261]","[572, 234]","[506, 216]","[962, 761]","[-22, 601]","[975, 730]","[-68, 541]","[988, 691]","[-65, 502]","[964, 700]","[-33, 524]"
"[535, 261]","[572, 234]","[505, 217]","[966, 759]","[-26, 584]","[992, 729]","[-88, 524]","[990, 684]","[-71, 495]","[965, 694]","[-39, 519]"
"[534, 262]","[572, 234]","[504, 218]","[975, 757]","[-40, 558]","[1004, 726]","[-99, 491]","[997, 683]","[-75, 478]","[973, 693]","[-51, 499]"
"[534, 262]","[572, 234]","[503, 219]","[988, 751]","[-41, 544]","[1012, 721]","[-82, 496]","[1009, 678]","[-74, 465]","[985, 689]","[-52, 486]"
"[534, 262]","[572, 235]","[503, 220]","[990, 751]","[-47, 548]","[1013, 720]","[-85, 502]","[1016, 676]","[-83, 468]","[986, 688]","[-61, 488]"
"[534, 262]","[572, 235]","[503, 220]","[990, 750]","[-57, 530]","[1013, 718]","[-93, 495]","[1028, 687]","[-94, 457]","[990, 686]","[-73, 479]"
"[534, 262]","[572, 235]","[504, 220]","[990, 745]","[-57, 525]","[1011, 713]","[-90, 487]","[1028, 681]","[-90, 448]","[992, 682]","[-68, 471]"
"[535, 262]","[572, 235]","[504, 220]","[987, 740]","[-57, 528]","[1009, 708]","[-87, 488]","[1020, 671]","[-87, 450]","[990, 679]","[-64, 473]"
"[535, 262]","[572, 235]","[504, 219]","[983, 733]","[-58, 525]","[1006, 703]","[-88, 488]","[1016, 661]","[-87, 450]","[987, 672]","[-64, 473]"
"[534, 262]","[572, 235]","[504, 219]","[982, 733]","[-55, 527]","[1005, 703]","[-87, 495]","[1013, 661]","[-87, 454]","[985, 672]","[-65, 475]"
"[534, 262]","[572, 235]","[503, 219]","[981, 733]","[-53, 533]","[1003, 703]","[-87, 507]","[1011, 661]","[-86, 466]","[984, 673]","[-64, 484]"
"[533, 262]","[572, 235]","[503, 219]","[981, 733]","[-53, 539]","[1003, 703]","[-87, 514]","[1010, 661]","[-86, 473]","[983, 673]","[-64, 491]"
"[533, 262]","[572, 235]","[502, 220]","[982, 733]","[-52, 540]","[1003, 704]","[-86, 516]","[1009, 662]","[-85, 475]","[982, 673]","[-63, 492]"
"[533, 262]","[572, 235]","[502, 220]","[979, 730]","[-49, 540]","[1002, 703]","[-82, 517]","[1008, 661]","[-82, 476]","[982, 673]","[-60, 493]"
"[533, 262]","[573, 235]","[503, 220]","[979, 730]","[-49, 543]","[1002, 702]","[-82, 519]","[1008, 661]","[-82, 478]","[982, 673]","[-60, 495]"
"[535, 262]","[574, 235]","[503, 220]","[979, 730]","[-48, 548]","[1002, 702]","[-82, 523]","[1008, 661]","[-81, 483]","[981, 673]","[-59, 500]"
"[536, 262]","[575, 235]","[504, 220]","[978, 731]","[-48, 553]","[1002, 703]","[-81, 529]","[1007, 662]","[-81, 489]","[981, 673]","[-59, 506]"
"[537, 262]","[576, 235]","[505, 220]","[974, 731]","[-47, 559]","[999, 703]","[-81, 536]","[1004, 664]","[-80, 495]","[978, 675]","[-58, 511]"
