0,1,2,3,4,5,6,7,8,9,10
"[475, 269]","[519, 227]","[436, 231]","[754, 1174]","[287, 677]","[781, 1267]","[333, 607]","[723, 1263]","[334, 578]","[696, 1231]","[330, 592]"
"[477, 259]","[524, 215]","[433, 216]","[756, 1198]","[271, 692]","[802, 1319]","[314, 613]","[738, 1313]","[316, 578]","[709, 1281]","[313, 594]"
"[477, 256]","[527, 214]","[430, 213]","[766, 1265]","[270, 686]","[797, 1366]","[312, 613]","[734, 1362]","[318, 578]","[707, 1327]","[315, 593]"
"[478, 253]","[528, 213]","[430, 213]","[769, 1245]","[269, 687]","[786, 1345]","[307, 618]","[740, 1332]","[316, 578]","[718, 1294]","[314, 595]"
"[478, 253]","[529, 213]","[429, 212]","[772, 1211]","[270, 690]","[782, 1304]","[309, 625]","[743, 1286]","[319, 581]","[725, 1251]","[316, 599]"
"[478, 253]","[529, 212]","[429, 211]","[778, 1228]","[265, 691]","[788, 1328]","[306, 629]","[750, 1308]","[319, 583]","[732, 1270]","[315, 601]"
"[479, 253]","[530, 212]","[428, 210]","[773, 1229]","[264, 694]","[781, 1330]","[303, 632]","[744, 1307]","[316, 585]","[727, 1269]","[314, 603]"
"[479, 257]","[531, 212]","[428, 213]","[782, 1223]","[264, 695]","[792, 1321]","[303, 636]","[758, 1298]","[315, 587]","[738, 1261]","[312, 604]"
"[479, 255]","[531, 210]","[428, 210]","[776, 1218]","[264, 698]","[784, 1314]","[303, 639]","[750, 1290]","[314, 589]","[731, 1253]","[312, 607]"
"[479, 252]","[531, 207]","[428, 208]","[770, 1224]","[265, 701]","[779, 1322]","[304, 642]","[745, 1297]","[314, 592]","[727, 1259]","[312, 610]"
"[479, 251]","[531, 206]","[427, 206]","[767, 1252]","[266, 701]","[775, 1355]","[305, 643]","[741, 1334]","[315, 593]","[724, 1294]","[313, 611]"
"[479, 251]","[531, 206]","[427, 206]","[764, 1266]","[266, 701]","[773, 1372]","[304, 642]","[739, 1354]","[315, 593]","[723, 1313]","[313, 611]"
"[479, 250]","[531, 206]","[427, 206]","[764, 1262]","[266, 701]","[770, 1367]","[304, 642]","[734, 1348]","[314, 593]","[718, 1307]","[313, 611]"
"[479, 250]","[531, 206]","[427, 206]","[763, 1259]","[266, 700]","[766, 1363]","[304, 642]","[730, 1343]","[314, 593]","[714, 1303]","[313, 611]"
"[479, 250]","[531, 206]","[427, 206]","[763, 1257]","[266, 701]","[764, 1361]","[303, 642]","[727, 1341]","[314, 593]","[711, 1301]","[313, 611]"
"[479, 250]","[531, 206]","[427, 206]","[762, 1258]","[265, 701]","[763, 1362]","[303, 642]","[727, 1342]","[314, 593]","[710, 1301]","[313, 611]"
"[479, 250]","[531, 206]","[427, 206]","[761, 1256]","[265, 701]","[762, 1360]","[302, 642]","[726, 1339]","[313, 593]","[710, 1299]","[313, 611]"
"[479, 251]","[531, 206]","[427, 206]","[760, 1254]","[265, 701]","[760, 1357]","[302, 642]","[724, 1337]","[313, 593]","[708, 1297]","[312, 611]"
"[479, 251]","[531, 206]","[427, 207]","[759, 1254]","[264, 700]","[760, 1356]","[302, 642]","[724, 1336]","[313, 593]","[708, 1296]","[312, 611]"
"[478, 251]","[531, 206]","[426, 207]","[760, 1255]","[264, 700]","[761, 1358]","[302, 642]","[724, 1337]","[313, 592]","[708, 1297]","[312, 610]"
"[478, 251]","[531, 206]","[426, 207]","[761, 1259]","[264, 699]","[764, 1363]","[302, 641]","[727, 1342]","[313, 592]","[710, 1302]","[312, 610]"
"[478, 251]","[531, 207]","[426, 207]","[763, 1267]","[264, 697]","[768, 1374]","[301, 640]","[730, 1354]","[313, 591]","[712, 1313]","[312, 609]"
"[478, 251]","[531, 206]","[426, 207]","[763, 1272]","[263, 697]","[768, 1380]","[301, 639]","[730, 1362]","[313, 590]","[712, 1320]","[312, 608]"
"[477, 251]","[531, 206]","[426, 208]","[763, 1278]","[263, 696]","[768, 1388]","[301, 639]","[730, 1371]","[313, 589]","[711, 1329]","[312, 607]"
