0,1,2,3,4,5,6,7,8,9,10
"[489, 258]","[521, 213]","[452, 217]","[626, 861]","[143, 793]","[562, 881]","[137, 807]","[553, 819]","[172, 762]","[571, 810]","[185, 751]"
"[490, 246]","[526, 203]","[450, 200]","[638, 872]","[134, 799]","[564, 883]","[127, 801]","[554, 823]","[155, 747]","[574, 814]","[178, 736]"
"[491, 241]","[529, 202]","[448, 197]","[639, 878]","[138, 805]","[569, 894]","[130, 809]","[561, 833]","[160, 752]","[581, 824]","[177, 743]"
"[492, 240]","[532, 199]","[447, 195]","[633, 877]","[139, 809]","[566, 893]","[128, 814]","[559, 835]","[158, 757]","[579, 826]","[178, 748]"
"[492, 236]","[532, 194]","[447, 193]","[629, 867]","[144, 811]","[545, 878]","[136, 811]","[539, 826]","[163, 754]","[563, 818]","[182, 751]"
"[492, 235]","[532, 194]","[447, 193]","[622, 865]","[140, 820]","[545, 883]","[129, 818]","[539, 828]","[158, 762]","[563, 820]","[176, 761]"
"[492, 235]","[533, 195]","[447, 191]","[620, 865]","[146, 819]","[538, 884]","[134, 819]","[531, 832]","[163, 762]","[557, 823]","[185, 757]"
"[493, 235]","[534, 196]","[447, 191]","[617, 867]","[148, 819]","[538, 891]","[139, 818]","[531, 836]","[168, 760]","[557, 826]","[189, 754]"
"[493, 234]","[535, 196]","[447, 191]","[615, 864]","[148, 823]","[535, 887]","[130, 822]","[529, 833]","[158, 766]","[555, 824]","[182, 760]"
"[493, 236]","[535, 196]","[447, 192]","[614, 865]","[152, 821]","[534, 888]","[131, 819]","[528, 833]","[162, 764]","[555, 824]","[185, 758]"
"[494, 235]","[535, 195]","[447, 192]","[614, 864]","[150, 818]","[538, 889]","[138, 815]","[532, 835]","[165, 761]","[556, 826]","[184, 756]"
"[494, 235]","[536, 195]","[447, 190]","[617, 862]","[151, 817]","[543, 887]","[143, 814]","[535, 834]","[167, 761]","[558, 825]","[184, 755]"
"[494, 235]","[536, 195]","[447, 190]","[618, 861]","[154, 815]","[545, 887]","[146, 813]","[536, 834]","[169, 759]","[559, 825]","[186, 754]"
"[494, 235]","[536, 195]","[447, 190]","[618, 862]","[157, 814]","[545, 888]","[148, 812]","[536, 836]","[170, 759]","[559, 827]","[188, 754]"
"[494, 236]","[536, 195]","[447, 189]","[617, 863]","[159, 814]","[545, 889]","[150, 811]","[536, 837]","[172, 758]","[559, 827]","[190, 753]"
"[494, 236]","[536, 194]","[447, 189]","[617, 862]","[160, 813]","[545, 889]","[151, 810]","[536, 836]","[173, 758]","[559, 827]","[192, 753]"
"[494, 236]","[536, 194]","[447, 189]","[617, 862]","[161, 813]","[545, 889]","[151, 810]","[537, 836]","[173, 758]","[559, 827]","[193, 753]"
"[494, 236]","[536, 194]","[446, 189]","[617, 863]","[161, 813]","[546, 890]","[152, 810]","[537, 837]","[174, 759]","[559, 828]","[193, 753]"
"[494, 237]","[536, 195]","[446, 189]","[618, 863]","[161, 812]","[547, 891]","[152, 809]","[538, 838]","[174, 760]","[560, 829]","[194, 754]"
"[494, 237]","[536, 195]","[446, 189]","[619, 863]","[161, 812]","[549, 891]","[152, 809]","[539, 839]","[174, 761]","[561, 829]","[194, 755]"
"[493, 237]","[536, 195]","[446, 189]","[621, 863]","[160, 811]","[552, 892]","[152, 810]","[541, 840]","[175, 764]","[563, 830]","[194, 758]"
"[493, 237]","[536, 195]","[446, 189]","[622, 864]","[159, 811]","[554, 892]","[152, 812]","[542, 841]","[175, 766]","[564, 830]","[194, 760]"
"[493, 237]","[536, 195]","[446, 189]","[624, 864]","[159, 811]","[556, 893]","[152, 812]","[543, 842]","[175, 767]","[566, 831]","[194, 760]"
"[493, 237]","[536, 195]","[445, 189]","[624, 864]","[157, 811]","[556, 894]","[152, 812]","[543, 842]","[175, 767]","[566, 831]","[193, 761]"
"[493, 237]","[536, 195]","[445, 189]","[624, 864]","[157, 811]","[556, 894]","[152, 812]","[543, 842]","[175, 767]","[566, 831]","[193, 761]"
"[493, 238]","[535, 195]","[445, 189]","[625, 864]","[156, 811]","[556, 894]","[152, 812]","[543, 842]","[175, 767]","[566, 831]","[193, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 864]","[154, 811]","[557, 894]","[152, 813]","[544, 842]","[175, 768]","[566, 831]","[192, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 864]","[154, 811]","[557, 894]","[152, 813]","[544, 842]","[175, 768]","[566, 831]","[192, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 864]","[154, 811]","[556, 894]","[151, 813]","[544, 842]","[174, 768]","[566, 831]","[190, 761]"
"[492, 238]","[535, 195]","[445, 190]","[625, 864]","[153, 811]","[556, 894]","[151, 813]","[544, 842]","[174, 768]","[566, 831]","[189, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 864]","[153, 811]","[556, 894]","[150, 813]","[544, 842]","[173, 768]","[566, 831]","[188, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 865]","[152, 811]","[556, 894]","[149, 813]","[544, 842]","[172, 768]","[566, 831]","[187, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 865]","[152, 811]","[556, 894]","[149, 813]","[544, 842]","[172, 768]","[566, 831]","[187, 761]"
"[493, 238]","[535, 195]","[445, 190]","[625, 865]","[151, 811]","[556, 894]","[149, 813]","[544, 842]","[172, 768]","[566, 831]","[187, 761]"
"[493, 238]","[535, 196]","[445, 190]","[625, 865]","[151, 810]","[558, 894]","[148, 813]","[546, 842]","[172, 768]","[567, 831]","[186, 761]"
"[493, 238]","[535, 196]","[445, 190]","[627, 865]","[151, 810]","[560, 894]","[148, 813]","[548, 842]","[171, 768]","[569, 831]","[186, 761]"
"[493, 239]","[535, 196]","[445, 190]","[627, 865]","[151, 810]","[562, 894]","[147, 814]","[550, 842]","[171, 769]","[570, 831]","[185, 761]"
"[492, 239]","[535, 196]","[445, 190]","[628, 865]","[149, 811]","[562, 894]","[146, 815]","[551, 842]","[170, 769]","[570, 831]","[184, 762]"
"[492, 239]","[535, 196]","[445, 190]","[628, 865]","[149, 812]","[563, 893]","[145, 816]","[552, 842]","[168, 770]","[570, 831]","[182, 763]"
"[493, 239]","[535, 196]","[445, 191]","[629, 865]","[149, 812]","[563, 893]","[144, 816]","[552, 841]","[168, 771]","[571, 831]","[182, 763]"
"[493, 239]","[535, 196]","[445, 191]","[629, 865]","[149, 812]","[563, 893]","[144, 817]","[552, 841]","[167, 771]","[571, 831]","[182, 763]"
"[492, 239]","[535, 196]","[445, 191]","[629, 865]","[150, 812]","[563, 893]","[144, 817]","[552, 841]","[167, 771]","[571, 831]","[182, 763]"
"[492, 239]","[535, 196]","[445, 191]","[629, 865]","[150, 812]","[563, 893]","[144, 817]","[553, 841]","[167, 771]","[571, 831]","[182, 763]"
"[493, 239]","[535, 196]","[445, 191]","[629, 866]","[151, 812]","[563, 894]","[144, 817]","[554, 842]","[168, 771]","[572, 831]","[182, 763]"
"[493, 240]","[535, 196]","[445, 191]","[629, 868]","[163, 811]","[563, 895]","[151, 816]","[555, 842]","[178, 771]","[573, 832]","[194, 763]"
"[493, 239]","[535, 196]","[445, 191]","[626, 870]","[176, 806]","[561, 897]","[191, 813]","[554, 844]","[197, 771]","[573, 833]","[213, 763]"
"[493, 239]","[535, 196]","[445, 191]","[624, 871]","[187, 800]","[560, 898]","[213, 809]","[554, 844]","[222, 771]","[572, 834]","[236, 763]"
"[494, 239]","[536, 196]","[446, 191]","[625, 872]","[186, 800]","[560, 898]","[203, 810]","[555, 844]","[215, 771]","[574, 834]","[229, 763]"
"[495, 239]","[536, 196]","[447, 191]","[625, 871]","[186, 801]","[560, 898]","[197, 810]","[555, 844]","[210, 771]","[574, 834]","[225, 763]"
"[496, 239]","[536, 196]","[447, 191]","[625, 871]","[197, 800]","[560, 897]","[207, 796]","[555, 844]","[213, 760]","[574, 834]","[227, 760]"
"[497, 239]","[537, 196]","[448, 191]","[625, 871]","[194, 796]","[560, 897]","[210, 796]","[555, 844]","[215, 761]","[574, 834]","[229, 760]"
