0,1,2,3,4,5,6,7,8,9,10
"[449, 247]","[483, 217]","[409, 215]","[615, 850]","[233, 805]","[560, 884]","[233, 816]","[542, 835]","[243, 773]","[558, 827]","[253, 763]"
"[433, 247]","[471, 216]","[393, 217]","[624, 844]","[215, 805]","[561, 883]","[216, 816]","[542, 835]","[223, 769]","[559, 826]","[231, 760]"
"[431, 247]","[468, 215]","[390, 218]","[628, 842]","[216, 798]","[563, 883]","[220, 803]","[543, 835]","[226, 754]","[561, 826]","[235, 743]"
"[432, 247]","[469, 214]","[389, 219]","[616, 841]","[232, 792]","[551, 883]","[243, 796]","[536, 835]","[239, 740]","[552, 826]","[249, 730]"
"[431, 247]","[470, 214]","[386, 220]","[615, 838]","[226, 793]","[546, 882]","[233, 797]","[531, 835]","[236, 746]","[547, 826]","[245, 736]"
"[430, 247]","[469, 213]","[385, 221]","[621, 835]","[220, 793]","[552, 882]","[227, 800]","[530, 836]","[230, 749]","[548, 826]","[238, 740]"
"[430, 246]","[469, 211]","[384, 220]","[624, 833]","[221, 793]","[559, 881]","[223, 800]","[533, 836]","[228, 750]","[550, 826]","[238, 740]"
"[430, 246]","[469, 211]","[383, 221]","[622, 833]","[218, 794]","[556, 881]","[216, 801]","[531, 836]","[221, 750]","[549, 825]","[231, 740]"
"[430, 246]","[469, 211]","[383, 221]","[622, 833]","[214, 796]","[554, 880]","[215, 803]","[531, 836]","[219, 752]","[550, 825]","[227, 742]"
"[429, 246]","[469, 211]","[382, 222]","[621, 833]","[215, 797]","[552, 880]","[217, 804]","[530, 836]","[221, 753]","[549, 825]","[229, 742]"
"[429, 246]","[469, 211]","[382, 222]","[621, 833]","[218, 797]","[553, 880]","[222, 805]","[530, 836]","[225, 755]","[548, 825]","[234, 744]"
"[428, 246]","[469, 211]","[382, 222]","[623, 833]","[220, 798]","[557, 880]","[224, 807]","[531, 836]","[226, 759]","[549, 825]","[235, 748]"
"[427, 246]","[468, 210]","[381, 222]","[628, 832]","[218, 800]","[566, 880]","[221, 812]","[536, 836]","[223, 763]","[554, 824]","[231, 752]"
"[427, 246]","[468, 210]","[381, 222]","[632, 832]","[219, 802]","[571, 880]","[222, 816]","[540, 836]","[225, 768]","[557, 824]","[233, 757]"
"[427, 246]","[468, 210]","[381, 222]","[634, 832]","[220, 804]","[576, 880]","[224, 821]","[544, 837]","[226, 771]","[560, 824]","[234, 761]"
"[427, 246]","[468, 210]","[381, 222]","[634, 832]","[226, 805]","[575, 880]","[227, 823]","[544, 838]","[229, 773]","[560, 824]","[237, 763]"
"[427, 245]","[468, 210]","[381, 222]","[634, 832]","[234, 804]","[574, 880]","[232, 823]","[543, 838]","[235, 773]","[560, 824]","[244, 763]"
"[427, 245]","[467, 210]","[381, 222]","[633, 832]","[235, 804]","[573, 881]","[232, 824]","[543, 839]","[235, 775]","[560, 825]","[245, 764]"
"[427, 245]","[467, 210]","[381, 222]","[633, 832]","[234, 805]","[573, 881]","[232, 826]","[542, 839]","[235, 778]","[559, 825]","[245, 767]"
"[427, 245]","[467, 210]","[381, 222]","[633, 833]","[235, 805]","[572, 881]","[233, 826]","[542, 840]","[236, 779]","[559, 825]","[246, 768]"
"[426, 245]","[467, 210]","[381, 222]","[632, 833]","[239, 804]","[572, 881]","[236, 826]","[542, 840]","[239, 778]","[559, 825]","[249, 767]"
"[426, 245]","[467, 210]","[381, 222]","[632, 834]","[241, 804]","[571, 881]","[238, 825]","[542, 840]","[241, 777]","[559, 826]","[251, 767]"
"[426, 245]","[467, 210]","[381, 222]","[631, 834]","[241, 804]","[570, 881]","[238, 825]","[542, 840]","[241, 777]","[558, 826]","[252, 767]"
"[426, 245]","[467, 210]","[380, 222]","[631, 834]","[242, 804]","[569, 881]","[239, 825]","[541, 840]","[242, 777]","[558, 826]","[253, 766]"
"[426, 245]","[467, 210]","[380, 222]","[630, 834]","[243, 803]","[567, 881]","[243, 823]","[541, 840]","[245, 775]","[558, 825]","[255, 764]"
