0,1,2,3,4,5,6,7,8,9,10
"[449, 259]","[494, 216]","[407, 222]","[679, 547]","[221, 558]","[665, 487]","[227, 508]","[671, 460]","[234, 481]","[663, 481]","[239, 498]"
"[460, 270]","[505, 228]","[418, 232]","[701, 527]","[240, 538]","[686, 466]","[250, 488]","[691, 438]","[256, 464]","[683, 462]","[260, 480]"
"[464, 273]","[509, 231]","[421, 235]","[705, 527]","[242, 534]","[688, 469]","[253, 484]","[693, 440]","[258, 460]","[685, 463]","[262, 475]"
"[466, 274]","[512, 232]","[422, 237]","[708, 530]","[244, 532]","[690, 471]","[255, 482]","[697, 443]","[261, 458]","[689, 464]","[265, 473]"
"[467, 275]","[513, 232]","[424, 238]","[709, 531]","[244, 531]","[692, 472]","[256, 481]","[699, 444]","[260, 457]","[692, 465]","[263, 473]"
"[467, 275]","[512, 230]","[424, 237]","[710, 528]","[244, 528]","[693, 469]","[255, 476]","[702, 442]","[260, 452]","[693, 463]","[264, 469]"
"[467, 274]","[512, 229]","[424, 236]","[708, 531]","[243, 527]","[691, 472]","[256, 473]","[699, 445]","[261, 449]","[691, 466]","[264, 466]"
"[468, 274]","[512, 228]","[425, 235]","[704, 530]","[242, 526]","[684, 470]","[253, 471]","[692, 443]","[259, 447]","[684, 464]","[263, 465]"
"[467, 274]","[512, 228]","[425, 235]","[699, 529]","[240, 528]","[677, 470]","[248, 474]","[685, 443]","[254, 449]","[677, 464]","[260, 467]"
"[468, 273]","[512, 228]","[425, 235]","[698, 530]","[239, 530]","[677, 471]","[246, 475]","[686, 444]","[252, 451]","[677, 465]","[258, 469]"
"[468, 273]","[512, 227]","[426, 234]","[703, 530]","[239, 530]","[684, 472]","[246, 475]","[692, 446]","[252, 450]","[684, 466]","[258, 468]"
"[468, 273]","[512, 227]","[426, 234]","[703, 530]","[239, 529]","[685, 473]","[246, 474]","[692, 446]","[253, 450]","[684, 466]","[258, 468]"
"[468, 272]","[512, 226]","[426, 233]","[708, 531]","[237, 529]","[691, 474]","[245, 473]","[700, 447]","[251, 449]","[694, 466]","[256, 467]"
"[468, 271]","[513, 225]","[426, 233]","[708, 532]","[237, 527]","[692, 474]","[247, 471]","[702, 447]","[252, 448]","[694, 467]","[256, 467]"
"[470, 271]","[514, 224]","[427, 231]","[710, 532]","[237, 527]","[695, 474]","[246, 472]","[705, 448]","[251, 449]","[697, 467]","[256, 467]"
"[471, 269]","[515, 223]","[428, 230]","[713, 532]","[237, 528]","[699, 474]","[246, 473]","[710, 448]","[250, 449]","[701, 468]","[255, 468]"
"[473, 268]","[515, 221]","[428, 227]","[713, 532]","[236, 526]","[698, 473]","[246, 472]","[709, 447]","[249, 449]","[700, 468]","[254, 468]"
"[474, 267]","[516, 220]","[429, 226]","[712, 530]","[236, 525]","[696, 469]","[246, 472]","[706, 444]","[249, 449]","[698, 466]","[254, 468]"
"[475, 266]","[517, 220]","[429, 225]","[714, 530]","[236, 523]","[698, 470]","[247, 471]","[708, 444]","[250, 448]","[700, 466]","[254, 468]"
"[476, 266]","[517, 219]","[430, 224]","[716, 530]","[236, 521]","[700, 470]","[248, 469]","[710, 444]","[251, 446]","[701, 466]","[254, 466]"
"[476, 264]","[517, 218]","[430, 222]","[722, 531]","[236, 521]","[707, 470]","[248, 468]","[718, 445]","[250, 445]","[710, 467]","[254, 466]"
"[476, 262]","[517, 217]","[430, 221]","[726, 531]","[235, 520]","[712, 471]","[248, 467]","[724, 445]","[250, 444]","[715, 467]","[254, 465]"
"[476, 262]","[518, 217]","[430, 220]","[727, 535]","[235, 520]","[712, 474]","[247, 467]","[723, 447]","[250, 444]","[715, 468]","[254, 465]"
"[476, 261]","[518, 216]","[430, 219]","[728, 538]","[235, 521]","[712, 477]","[248, 467]","[723, 449]","[250, 444]","[715, 470]","[254, 465]"
"[476, 261]","[518, 216]","[430, 219]","[728, 543]","[235, 522]","[712, 482]","[247, 468]","[723, 452]","[250, 444]","[715, 473]","[254, 465]"
"[476, 260]","[518, 215]","[430, 218]","[729, 546]","[235, 522]","[712, 485]","[247, 468]","[723, 454]","[250, 444]","[715, 475]","[254, 466]"
"[476, 260]","[518, 215]","[430, 218]","[728, 547]","[235, 522]","[712, 486]","[247, 468]","[722, 455]","[250, 444]","[715, 475]","[254, 466]"
"[477, 259]","[518, 214]","[430, 218]","[728, 547]","[235, 522]","[711, 486]","[247, 468]","[722, 455]","[250, 444]","[714, 475]","[253, 466]"
"[477, 259]","[518, 214]","[430, 217]","[728, 549]","[235, 523]","[711, 488]","[247, 469]","[722, 457]","[249, 445]","[714, 477]","[253, 466]"
"[477, 258]","[518, 214]","[430, 217]","[728, 551]","[235, 523]","[711, 490]","[247, 469]","[722, 458]","[249, 445]","[714, 478]","[252, 466]"
"[478, 258]","[518, 213]","[430, 217]","[728, 550]","[235, 523]","[711, 488]","[249, 468]","[722, 458]","[251, 444]","[714, 478]","[254, 465]"
"[478, 257]","[518, 213]","[431, 216]","[728, 549]","[235, 523]","[711, 487]","[249, 468]","[722, 458]","[252, 444]","[714, 478]","[254, 465]"
"[479, 257]","[519, 213]","[431, 216]","[728, 548]","[235, 523]","[711, 486]","[249, 468]","[722, 458]","[252, 444]","[714, 478]","[255, 465]"
"[479, 257]","[519, 213]","[431, 216]","[728, 547]","[235, 523]","[711, 485]","[249, 468]","[722, 458]","[253, 444]","[714, 478]","[255, 465]"
"[479, 256]","[519, 213]","[431, 215]","[727, 547]","[235, 523]","[710, 485]","[249, 468]","[721, 458]","[253, 444]","[714, 478]","[255, 465]"
"[479, 256]","[519, 213]","[431, 215]","[727, 547]","[234, 523]","[710, 485]","[249, 468]","[721, 458]","[252, 444]","[713, 479]","[255, 465]"
"[480, 256]","[519, 213]","[431, 215]","[727, 545]","[233, 523]","[709, 483]","[247, 468]","[719, 457]","[251, 444]","[712, 478]","[254, 465]"
"[480, 256]","[519, 212]","[431, 215]","[727, 543]","[232, 523]","[708, 481]","[245, 469]","[718, 455]","[250, 445]","[711, 476]","[253, 466]"
"[480, 256]","[519, 212]","[431, 215]","[726, 543]","[231, 524]","[708, 481]","[244, 470]","[717, 455]","[247, 447]","[711, 476]","[251, 467]"
"[480, 256]","[519, 212]","[432, 215]","[726, 543]","[230, 526]","[708, 481]","[243, 472]","[716, 455]","[246, 449]","[710, 476]","[249, 468]"
"[481, 256]","[519, 212]","[432, 215]","[729, 543]","[229, 526]","[711, 482]","[241, 473]","[721, 456]","[244, 450]","[714, 477]","[248, 469]"
"[482, 256]","[520, 212]","[432, 215]","[731, 544]","[228, 527]","[713, 482]","[240, 474]","[724, 456]","[243, 451]","[717, 478]","[247, 470]"
"[482, 256]","[520, 212]","[432, 215]","[732, 543]","[227, 528]","[714, 481]","[239, 475]","[724, 455]","[242, 452]","[717, 477]","[245, 470]"
"[482, 256]","[520, 212]","[433, 215]","[734, 543]","[227, 529]","[715, 480]","[238, 476]","[725, 454]","[240, 453]","[718, 476]","[244, 471]"
"[483, 256]","[520, 212]","[433, 214]","[734, 541]","[226, 530]","[716, 478]","[237, 476]","[726, 452]","[239, 453]","[719, 474]","[243, 471]"
"[483, 255]","[520, 212]","[433, 214]","[734, 540]","[226, 531]","[716, 477]","[237, 476]","[726, 450]","[239, 453]","[719, 473]","[243, 471]"
"[483, 255]","[520, 212]","[433, 214]","[735, 539]","[225, 531]","[718, 476]","[235, 476]","[727, 450]","[237, 453]","[720, 473]","[242, 471]"
"[483, 254]","[520, 212]","[433, 214]","[735, 538]","[224, 532]","[718, 475]","[234, 476]","[727, 449]","[236, 453]","[720, 472]","[241, 471]"
"[483, 254]","[521, 212]","[433, 214]","[735, 537]","[224, 531]","[720, 475]","[234, 474]","[729, 448]","[236, 451]","[723, 472]","[241, 471]"
"[483, 254]","[521, 212]","[433, 214]","[736, 537]","[224, 531]","[721, 474]","[234, 473]","[730, 448]","[236, 450]","[725, 471]","[240, 470]"
"[483, 254]","[521, 211]","[433, 214]","[737, 536]","[224, 529]","[723, 474]","[234, 470]","[732, 447]","[236, 445]","[727, 471]","[240, 466]"
"[483, 254]","[521, 211]","[433, 213]","[739, 535]","[224, 528]","[724, 473]","[234, 468]","[733, 447]","[236, 442]","[728, 471]","[240, 464]"
"[483, 254]","[521, 211]","[433, 213]","[737, 532]","[224, 525]","[721, 470]","[234, 463]","[731, 444]","[236, 435]","[726, 468]","[241, 460]"
"[483, 254]","[521, 211]","[433, 213]","[736, 530]","[224, 524]","[718, 468]","[234, 460]","[729, 442]","[237, 432]","[724, 466]","[241, 457]"
"[483, 254]","[521, 211]","[433, 213]","[732, 530]","[224, 523]","[713, 468]","[233, 459]","[724, 441]","[236, 431]","[719, 466]","[241, 456]"
"[483, 254]","[521, 211]","[433, 213]","[728, 530]","[224, 522]","[708, 467]","[233, 458]","[720, 440]","[236, 430]","[715, 465]","[241, 456]"
"[483, 254]","[521, 211]","[433, 213]","[725, 533]","[222, 523]","[707, 467]","[230, 458]","[719, 440]","[234, 431]","[714, 465]","[239, 456]"
"[482, 254]","[521, 211]","[433, 213]","[721, 530]","[221, 521]","[703, 462]","[230, 454]","[717, 434]","[233, 427]","[712, 460]","[239, 453]"
"[482, 254]","[521, 211]","[432, 213]","[720, 526]","[220, 516]","[701, 454]","[229, 447]","[715, 428]","[233, 421]","[712, 456]","[238, 448]"
"[481, 254]","[520, 211]","[432, 213]","[716, 518]","[217, 513]","[697, 443]","[228, 444]","[712, 414]","[230, 417]","[708, 446]","[234, 444]"
"[481, 253]","[520, 211]","[432, 213]","[716, 511]","[214, 507]","[697, 438]","[226, 438]","[712, 408]","[227, 410]","[708, 440]","[230, 438]"
"[481, 252]","[520, 210]","[431, 212]","[707, 492]","[211, 493]","[690, 421]","[224, 424]","[702, 387]","[224, 398]","[699, 420]","[226, 426]"
"[481, 251]","[520, 209]","[431, 212]","[688, 473]","[204, 488]","[667, 395]","[219, 415]","[678, 362]","[220, 389]","[675, 396]","[223, 417]"
"[481, 250]","[520, 208]","[431, 211]","[670, 474]","[200, 482]","[645, 394]","[215, 410]","[660, 361]","[214, 385]","[657, 395]","[218, 412]"
"[481, 249]","[520, 207]","[431, 210]","[653, 472]","[189, 484]","[628, 390]","[200, 412]","[646, 358]","[201, 387]","[645, 392]","[207, 413]"
"[479, 246]","[519, 206]","[430, 209]","[637, 467]","[177, 484]","[616, 382]","[188, 412]","[637, 351]","[191, 387]","[636, 384]","[197, 413]"
"[478, 244]","[518, 205]","[429, 207]","[621, 464]","[170, 481]","[599, 375]","[183, 408]","[620, 344]","[187, 384]","[621, 376]","[191, 409]"
"[477, 242]","[517, 203]","[428, 206]","[603, 455]","[159, 478]","[584, 366]","[170, 406]","[601, 339]","[174, 381]","[602, 367]","[180, 405]"
"[477, 242]","[517, 203]","[428, 206]","[593, 451]","[148, 479]","[572, 362]","[155, 408]","[592, 336]","[160, 382]","[593, 363]","[169, 407]"
"[475, 241]","[515, 202]","[427, 205]","[570, 451]","[140, 479]","[545, 362]","[146, 405]","[561, 337]","[153, 379]","[561, 363]","[162, 403]"
