0,1,2,3,4,5,6,7,8,9,10
"[490, 288]","[529, 254]","[453, 252]","[680, 673]","[234, 656]","[665, 594]","[264, 588]","[662, 560]","[270, 554]","[653, 580]","[264, 570]"
"[485, 271]","[523, 237]","[445, 235]","[700, 697]","[248, 671]","[694, 635]","[284, 610]","[697, 592]","[287, 574]","[691, 614]","[283, 591]"
"[476, 273]","[518, 240]","[434, 236]","[697, 708]","[246, 681]","[694, 654]","[279, 622]","[700, 610]","[283, 582]","[694, 632]","[279, 599]"
"[477, 274]","[517, 242]","[435, 237]","[702, 708]","[243, 677]","[699, 655]","[271, 617]","[704, 617]","[277, 577]","[698, 637]","[276, 593]"
"[478, 276]","[517, 244]","[435, 240]","[707, 742]","[251, 672]","[705, 712]","[278, 615]","[705, 663]","[285, 574]","[696, 670]","[285, 590]"
"[479, 277]","[516, 245]","[435, 241]","[708, 746]","[252, 672]","[704, 712]","[278, 617]","[707, 665]","[284, 576]","[695, 676]","[284, 591]"
"[479, 279]","[515, 246]","[435, 243]","[701, 732]","[256, 668]","[685, 695]","[283, 613]","[690, 648]","[286, 573]","[684, 661]","[287, 588]"
"[480, 279]","[515, 246]","[435, 243]","[707, 740]","[259, 671]","[700, 705]","[290, 620]","[704, 660]","[292, 575]","[690, 670]","[292, 589]"
"[480, 280]","[514, 247]","[435, 244]","[712, 744]","[259, 676]","[707, 711]","[290, 627]","[701, 661]","[295, 579]","[694, 674]","[294, 594]"
"[479, 281]","[513, 247]","[434, 245]","[707, 737]","[259, 677]","[694, 701]","[289, 627]","[700, 657]","[294, 582]","[685, 668]","[294, 597]"
"[479, 282]","[512, 248]","[433, 245]","[709, 735]","[258, 679]","[700, 700]","[286, 632]","[699, 655]","[292, 588]","[689, 665]","[292, 603]"
"[478, 282]","[511, 248]","[432, 246]","[708, 734]","[256, 682]","[696, 697]","[285, 635]","[704, 652]","[291, 592]","[686, 662]","[291, 607]"
"[477, 283]","[511, 248]","[432, 246]","[705, 733]","[255, 682]","[699, 694]","[284, 637]","[709, 651]","[291, 595]","[695, 661]","[289, 610]"
"[476, 283]","[510, 248]","[432, 246]","[704, 727]","[255, 684]","[695, 668]","[283, 639]","[700, 626]","[290, 597]","[695, 651]","[289, 612]"
"[476, 283]","[510, 248]","[432, 247]","[705, 727]","[255, 687]","[698, 671]","[283, 644]","[707, 626]","[289, 603]","[697, 651]","[288, 615]"
"[476, 283]","[510, 249]","[432, 247]","[704, 725]","[256, 689]","[697, 664]","[283, 646]","[703, 619]","[289, 605]","[697, 646]","[288, 616]"
"[476, 284]","[510, 249]","[432, 247]","[704, 724]","[256, 694]","[698, 663]","[283, 658]","[699, 620]","[288, 610]","[694, 646]","[287, 621]"
"[476, 284]","[510, 249]","[432, 247]","[704, 726]","[255, 695]","[698, 667]","[282, 659]","[697, 631]","[288, 609]","[692, 648]","[287, 621]"
