0,1,2,3,4,5,6,7,8,9,10
"[485, 258]","[530, 223]","[445, 217]","[689, 558]","[329, 622]","[684, 505]","[401, 632]","[693, 469]","[432, 601]","[683, 490]","[410, 597]"
"[493, 268]","[538, 236]","[454, 226]","[687, 561]","[335, 616]","[684, 517]","[404, 627]","[693, 489]","[433, 597]","[682, 503]","[414, 593]"
"[496, 271]","[540, 237]","[455, 228]","[685, 562]","[337, 614]","[684, 519]","[405, 622]","[692, 491]","[434, 593]","[681, 506]","[415, 590]"
"[497, 272]","[542, 236]","[456, 229]","[680, 567]","[337, 615]","[679, 526]","[405, 622]","[689, 499]","[434, 592]","[677, 513]","[415, 590]"
"[499, 273]","[543, 238]","[457, 231]","[680, 570]","[336, 616]","[678, 529]","[405, 622]","[688, 503]","[433, 591]","[677, 517]","[415, 589]"
"[499, 273]","[543, 237]","[457, 231]","[680, 572]","[337, 617]","[677, 530]","[405, 624]","[687, 504]","[433, 591]","[676, 518]","[415, 589]"
"[500, 274]","[544, 237]","[457, 232]","[681, 574]","[337, 618]","[678, 530]","[405, 624]","[688, 504]","[433, 592]","[677, 519]","[415, 590]"
"[500, 274]","[544, 237]","[457, 232]","[681, 574]","[337, 618]","[678, 529]","[405, 624]","[688, 502]","[433, 592]","[678, 518]","[415, 590]"
"[501, 274]","[545, 238]","[457, 232]","[683, 574]","[337, 619]","[684, 529]","[405, 624]","[694, 501]","[433, 592]","[683, 517]","[415, 590]"
"[501, 275]","[545, 238]","[457, 233]","[689, 577]","[336, 619]","[690, 532]","[405, 625]","[701, 504]","[432, 592]","[691, 520]","[414, 591]"
"[501, 276]","[545, 238]","[457, 233]","[693, 580]","[336, 617]","[695, 535]","[405, 623]","[706, 509]","[432, 589]","[695, 524]","[414, 588]"
"[500, 276]","[545, 238]","[457, 233]","[695, 581]","[334, 615]","[696, 537]","[405, 619]","[707, 512]","[431, 586]","[697, 526]","[413, 586]"
"[500, 276]","[545, 238]","[457, 234]","[696, 582]","[332, 615]","[697, 540]","[403, 618]","[709, 515]","[429, 584]","[698, 529]","[412, 585]"
"[500, 276]","[545, 238]","[456, 234]","[696, 583]","[330, 616]","[698, 540]","[401, 619]","[709, 515]","[427, 584]","[698, 529]","[410, 585]"
"[500, 276]","[545, 238]","[456, 233]","[697, 583]","[328, 616]","[699, 541]","[400, 619]","[711, 516]","[426, 584]","[700, 530]","[409, 585]"
"[500, 276]","[545, 238]","[456, 233]","[698, 583]","[327, 616]","[701, 541]","[400, 619]","[713, 516]","[426, 584]","[702, 530]","[409, 585]"
"[500, 276]","[545, 238]","[456, 233]","[699, 583]","[327, 616]","[701, 540]","[400, 619]","[713, 516]","[426, 585]","[702, 530]","[409, 585]"
"[500, 275]","[545, 238]","[456, 233]","[699, 583]","[327, 616]","[702, 540]","[400, 619]","[714, 516]","[426, 585]","[703, 530]","[409, 585]"
