0,1,2,3,4,5,6,7,8,9,10
"[489, 342]","[538, 300]","[456, 303]","[756, 1203]","[269, 626]","[784, 1351]","[306, 643]","[740, 1349]","[343, 618]","[721, 1255]","[337, 618]"
"[489, 340]","[538, 296]","[455, 300]","[754, 1183]","[267, 625]","[776, 1298]","[307, 663]","[737, 1304]","[347, 637]","[721, 1228]","[340, 631]"
"[489, 340]","[538, 294]","[455, 298]","[751, 1173]","[265, 625]","[768, 1276]","[308, 670]","[732, 1280]","[350, 643]","[720, 1217]","[342, 637]"
"[489, 339]","[538, 294]","[454, 298]","[750, 1171]","[265, 624]","[756, 1264]","[308, 672]","[723, 1276]","[351, 649]","[712, 1231]","[343, 638]"
"[489, 339]","[538, 294]","[454, 298]","[740, 1168]","[263, 623]","[740, 1261]","[309, 671]","[709, 1270]","[351, 647]","[700, 1223]","[343, 638]"
"[489, 339]","[538, 294]","[454, 298]","[739, 1165]","[262, 623]","[740, 1259]","[308, 671]","[708, 1264]","[350, 647]","[699, 1220]","[342, 639]"
"[489, 339]","[538, 294]","[454, 298]","[739, 1163]","[261, 623]","[740, 1259]","[308, 671]","[708, 1261]","[350, 647]","[699, 1220]","[342, 640]"
"[489, 339]","[538, 294]","[454, 297]","[739, 1162]","[260, 622]","[740, 1255]","[308, 671]","[711, 1260]","[350, 647]","[700, 1217]","[342, 639]"
"[489, 339]","[538, 294]","[454, 297]","[738, 1161]","[260, 621]","[740, 1254]","[308, 670]","[711, 1258]","[350, 646]","[701, 1216]","[343, 638]"
"[489, 339]","[538, 294]","[454, 297]","[738, 1161]","[260, 620]","[739, 1254]","[308, 669]","[709, 1258]","[351, 646]","[701, 1215]","[343, 638]"
"[489, 339]","[538, 294]","[454, 297]","[737, 1162]","[259, 620]","[737, 1253]","[307, 669]","[706, 1259]","[350, 646]","[700, 1214]","[343, 638]"
"[489, 339]","[538, 294]","[454, 297]","[733, 1160]","[259, 620]","[734, 1247]","[307, 669]","[704, 1255]","[350, 646]","[697, 1213]","[342, 639]"
"[489, 339]","[538, 294]","[453, 297]","[731, 1157]","[258, 620]","[730, 1232]","[305, 670]","[703, 1237]","[350, 647]","[697, 1198]","[342, 640]"
"[488, 339]","[537, 294]","[453, 297]","[730, 1155]","[259, 620]","[729, 1226]","[305, 670]","[702, 1229]","[350, 648]","[696, 1191]","[342, 640]"
"[488, 339]","[537, 294]","[453, 297]","[730, 1153]","[259, 620]","[729, 1224]","[305, 670]","[702, 1226]","[350, 648]","[697, 1187]","[343, 640]"
"[488, 339]","[537, 295]","[453, 297]","[730, 1144]","[259, 620]","[728, 1216]","[305, 670]","[702, 1215]","[350, 648]","[697, 1178]","[343, 640]"
"[489, 339]","[537, 295]","[454, 297]","[729, 1144]","[259, 620]","[727, 1215]","[305, 671]","[702, 1215]","[349, 650]","[697, 1177]","[343, 641]"
"[489, 339]","[537, 296]","[454, 297]","[727, 1139]","[259, 620]","[727, 1213]","[305, 671]","[702, 1213]","[349, 651]","[697, 1175]","[343, 641]"
"[489, 339]","[537, 296]","[454, 298]","[727, 1133]","[259, 620]","[726, 1208]","[305, 672]","[702, 1207]","[349, 652]","[697, 1169]","[343, 641]"
"[489, 339]","[537, 297]","[454, 298]","[727, 1130]","[259, 620]","[726, 1205]","[305, 672]","[702, 1205]","[349, 652]","[697, 1168]","[343, 641]"
