0,1,2,3,4,5,6,7,8,9,10
"[475, 244]","[510, 214]","[439, 216]","[773, 1063]","[237, 669]","[804, 1156]","[283, 630]","[764, 1157]","[289, 590]","[748, 1116]","[283, 599]"
"[472, 232]","[510, 202]","[432, 203]","[757, 1097]","[215, 684]","[778, 1177]","[257, 650]","[745, 1187]","[266, 606]","[730, 1147]","[258, 616]"
"[471, 229]","[511, 200]","[429, 202]","[749, 1098]","[210, 686]","[770, 1177]","[254, 655]","[736, 1187]","[262, 609]","[725, 1147]","[254, 618]"
"[471, 226]","[511, 197]","[428, 201]","[753, 1106]","[214, 684]","[776, 1186]","[260, 652]","[746, 1194]","[266, 611]","[731, 1154]","[260, 619]"
"[471, 224]","[512, 196]","[427, 199]","[756, 1107]","[216, 687]","[781, 1184]","[261, 658]","[752, 1189]","[271, 615]","[735, 1152]","[265, 623]"
"[471, 225]","[512, 198]","[427, 201]","[753, 1111]","[219, 683]","[773, 1187]","[264, 656]","[745, 1193]","[274, 614]","[730, 1156]","[268, 622]"
"[471, 227]","[512, 200]","[427, 202]","[749, 1109]","[222, 682]","[767, 1186]","[268, 654]","[742, 1194]","[277, 614]","[728, 1158]","[271, 621]"
"[471, 228]","[512, 201]","[427, 203]","[748, 1103]","[224, 685]","[766, 1178]","[267, 656]","[741, 1186]","[277, 617]","[728, 1152]","[272, 624]"
"[471, 228]","[512, 201]","[427, 202]","[746, 1100]","[226, 685]","[763, 1174]","[270, 655]","[739, 1181]","[279, 617]","[726, 1147]","[274, 624]"
"[471, 229]","[512, 201]","[427, 202]","[744, 1097]","[228, 683]","[763, 1171]","[271, 654]","[738, 1179]","[280, 616]","[725, 1145]","[275, 623]"
"[471, 229]","[512, 201]","[427, 201]","[744, 1095]","[229, 682]","[762, 1169]","[272, 653]","[737, 1177]","[280, 616]","[725, 1143]","[276, 623]"
"[471, 229]","[512, 201]","[427, 201]","[743, 1094]","[230, 682]","[761, 1169]","[273, 654]","[736, 1176]","[281, 616]","[724, 1142]","[276, 624]"
"[472, 230]","[513, 201]","[427, 201]","[741, 1094]","[230, 681]","[755, 1169]","[274, 652]","[732, 1175]","[281, 615]","[722, 1141]","[277, 623]"
"[472, 230]","[513, 201]","[427, 202]","[741, 1094]","[231, 681]","[755, 1168]","[274, 652]","[732, 1175]","[282, 615]","[721, 1143]","[277, 623]"
"[472, 231]","[513, 202]","[427, 202]","[741, 1094]","[232, 681]","[755, 1168]","[274, 652]","[732, 1175]","[282, 615]","[721, 1144]","[277, 622]"
"[472, 234]","[512, 203]","[427, 205]","[740, 1093]","[234, 681]","[754, 1167]","[275, 651]","[731, 1175]","[283, 615]","[720, 1143]","[278, 622]"
"[471, 236]","[512, 204]","[427, 207]","[739, 1092]","[235, 681]","[752, 1165]","[277, 651]","[731, 1174]","[284, 615]","[720, 1143]","[279, 622]"
"[471, 238]","[512, 205]","[427, 209]","[739, 1090]","[236, 681]","[751, 1162]","[278, 651]","[729, 1172]","[284, 614]","[719, 1142]","[280, 622]"
"[471, 238]","[511, 205]","[427, 209]","[739, 1089]","[238, 680]","[750, 1159]","[280, 650]","[729, 1167]","[286, 614]","[719, 1140]","[282, 622]"
"[471, 238]","[511, 205]","[427, 209]","[739, 1085]","[240, 680]","[748, 1155]","[282, 650]","[728, 1161]","[286, 614]","[718, 1133]","[282, 621]"
"[471, 238]","[511, 205]","[427, 210]","[738, 1085]","[241, 680]","[748, 1154]","[283, 649]","[728, 1159]","[287, 614]","[717, 1133]","[283, 621]"
"[470, 240]","[511, 207]","[427, 212]","[737, 1084]","[241, 680]","[747, 1152]","[283, 649]","[727, 1157]","[287, 613]","[717, 1132]","[283, 621]"
"[470, 243]","[510, 210]","[427, 215]","[733, 1084]","[241, 679]","[744, 1152]","[283, 648]","[723, 1157]","[287, 613]","[714, 1132]","[283, 620]"
