0,1,2,3,4,5,6,7,8,9,10
"[488, 268]","[534, 230]","[443, 234]","[738, 1079]","[281, 416]","[759, 1168]","[280, 323]","[738, 1170]","[284, 298]","[720, 1126]","[291, 332]"
"[489, 259]","[538, 221]","[444, 224]","[727, 1088]","[270, 383]","[743, 1163]","[269, 294]","[724, 1181]","[273, 269]","[709, 1139]","[281, 301]"
"[489, 260]","[538, 219]","[444, 224]","[724, 1093]","[266, 380]","[737, 1171]","[267, 294]","[719, 1185]","[271, 269]","[705, 1144]","[279, 300]"
"[489, 261]","[539, 219]","[445, 226]","[721, 1096]","[264, 379]","[733, 1172]","[267, 290]","[717, 1189]","[271, 265]","[704, 1148]","[278, 297]"
"[490, 262]","[539, 220]","[445, 228]","[721, 1096]","[264, 383]","[733, 1171]","[268, 294]","[716, 1186]","[272, 271]","[704, 1147]","[279, 303]"
"[490, 263]","[539, 220]","[445, 230]","[719, 1095]","[265, 388]","[730, 1169]","[269, 299]","[715, 1184]","[273, 275]","[703, 1146]","[279, 307]"
"[490, 264]","[539, 221]","[445, 231]","[718, 1094]","[266, 389]","[729, 1168]","[270, 300]","[715, 1182]","[273, 276]","[703, 1145]","[279, 308]"
"[490, 264]","[539, 222]","[445, 231]","[714, 1093]","[266, 391]","[725, 1167]","[271, 303]","[709, 1181]","[273, 280]","[702, 1145]","[280, 311]"
"[490, 265]","[539, 222]","[445, 231]","[714, 1093]","[266, 393]","[725, 1167]","[271, 306]","[709, 1181]","[273, 284]","[701, 1144]","[280, 314]"
"[490, 265]","[539, 223]","[445, 232]","[713, 1092]","[267, 393]","[724, 1166]","[271, 307]","[708, 1178]","[275, 285]","[701, 1143]","[281, 315]"
"[490, 265]","[539, 223]","[445, 232]","[710, 1091]","[267, 391]","[721, 1164]","[271, 307]","[705, 1176]","[276, 285]","[699, 1142]","[282, 316]"
"[490, 266]","[539, 223]","[446, 233]","[707, 1088]","[268, 392]","[717, 1160]","[272, 308]","[702, 1172]","[278, 286]","[697, 1139]","[283, 316]"
"[490, 266]","[538, 224]","[446, 234]","[707, 1087]","[270, 393]","[717, 1160]","[274, 310]","[701, 1172]","[281, 289]","[697, 1139]","[287, 318]"
"[490, 267]","[538, 225]","[446, 236]","[708, 1088]","[272, 396]","[718, 1161]","[275, 313]","[702, 1173]","[283, 292]","[697, 1141]","[289, 321]"
"[490, 268]","[537, 225]","[446, 237]","[706, 1090]","[274, 399]","[717, 1162]","[276, 315]","[700, 1177]","[285, 294]","[696, 1144]","[291, 323]"
"[490, 269]","[536, 227]","[446, 239]","[702, 1089]","[276, 400]","[712, 1162]","[277, 316]","[695, 1177]","[285, 295]","[688, 1144]","[291, 324]"
"[490, 271]","[535, 229]","[446, 241]","[701, 1089]","[277, 401]","[712, 1162]","[277, 318]","[695, 1176]","[286, 296]","[688, 1143]","[292, 325]"
"[490, 272]","[534, 230]","[446, 242]","[702, 1089]","[278, 402]","[713, 1162]","[278, 318]","[696, 1176]","[286, 297]","[690, 1143]","[293, 326]"
"[490, 273]","[533, 232]","[446, 244]","[701, 1088]","[278, 402]","[712, 1160]","[279, 319]","[696, 1174]","[287, 298]","[690, 1142]","[293, 326]"
"[489, 273]","[533, 233]","[446, 244]","[697, 1086]","[278, 402]","[705, 1159]","[279, 319]","[693, 1173]","[288, 298]","[685, 1140]","[294, 326]"
"[489, 275]","[533, 235]","[446, 246]","[695, 1079]","[278, 402]","[701, 1153]","[280, 318]","[692, 1166]","[290, 298]","[682, 1134]","[295, 326]"
"[489, 275]","[533, 236]","[446, 246]","[693, 1073]","[279, 402]","[698, 1146]","[281, 318]","[690, 1158]","[291, 298]","[680, 1127]","[296, 326]"
"[490, 276]","[533, 237]","[446, 247]","[693, 1069]","[281, 403]","[698, 1140]","[283, 319]","[690, 1153]","[293, 298]","[680, 1124]","[297, 326]"
"[490, 277]","[533, 238]","[446, 248]","[688, 1066]","[284, 404]","[692, 1138]","[286, 320]","[687, 1150]","[295, 300]","[676, 1121]","[300, 327]"
"[490, 278]","[532, 239]","[446, 248]","[680, 1067]","[285, 406]","[686, 1139]","[288, 322]","[676, 1151]","[297, 303]","[670, 1121]","[302, 329]"
"[489, 279]","[532, 241]","[446, 250]","[679, 1067]","[286, 407]","[685, 1139]","[289, 324]","[676, 1151]","[297, 306]","[668, 1122]","[302, 331]"
"[489, 280]","[531, 243]","[446, 253]","[678, 1066]","[286, 409]","[685, 1138]","[289, 328]","[676, 1151]","[297, 310]","[667, 1121]","[302, 334]"
"[489, 282]","[530, 245]","[446, 255]","[676, 1061]","[287, 411]","[683, 1133]","[290, 331]","[672, 1142]","[297, 313]","[665, 1115]","[302, 337]"
"[489, 283]","[530, 246]","[446, 257]","[674, 1059]","[287, 412]","[681, 1130]","[290, 332]","[668, 1138]","[297, 313]","[662, 1111]","[302, 337]"
"[489, 284]","[530, 247]","[446, 258]","[674, 1056]","[287, 412]","[680, 1127]","[290, 332]","[668, 1135]","[297, 313]","[661, 1108]","[302, 337]"
