0,1,2,3,4,5,6,7,8,9,10
"[496, 288]","[535, 253]","[451, 246]","[667, 1185]","[-21, 710]","[675, 1350]","[-10, 733]","[647, 1338]","[25, 714]","[635, 1300]","[24, 720]"
"[496, 280]","[535, 246]","[447, 240]","[657, 1178]","[-121, 499]","[665, 1313]","[-150, 500]","[636, 1263]","[-114, 507]","[627, 1208]","[-106, 513]"
"[496, 278]","[536, 244]","[446, 237]","[652, 1183]","[-323, 387]","[659, 1280]","[-393, 363]","[630, 1269]","[-376, 388]","[623, 1221]","[-357, 403]"
"[496, 278]","[536, 244]","[446, 237]","[650, 1187]","[-277, 421]","[660, 1273]","[-333, 410]","[627, 1289]","[-311, 434]","[620, 1225]","[-298, 443]"
"[495, 278]","[535, 245]","[445, 237]","[648, 1190]","[-249, 396]","[660, 1274]","[-298, 380]","[624, 1281]","[-276, 407]","[619, 1228]","[-264, 417]"
"[494, 279]","[535, 245]","[443, 237]","[647, 1191]","[-235, 307]","[656, 1273]","[-289, 264]","[623, 1280]","[-274, 285]","[618, 1233]","[-258, 305]"
"[493, 279]","[534, 246]","[442, 237]","[646, 1190]","[-211, 241]","[652, 1269]","[-261, 182]","[623, 1275]","[-249, 198]","[616, 1228]","[-232, 225]"
"[493, 279]","[534, 246]","[442, 237]","[645, 1186]","[-185, 272]","[649, 1267]","[-237, 251]","[622, 1271]","[-212, 194]","[615, 1225]","[-203, 280]"
"[492, 279]","[534, 246]","[442, 238]","[644, 1184]","[-176, 348]","[648, 1266]","[-233, 327]","[621, 1270]","[-202, 317]","[615, 1226]","[-194, 352]"
"[492, 279]","[533, 246]","[442, 238]","[644, 1183]","[-98, 442]","[650, 1264]","[-132, 433]","[621, 1278]","[-110, 443]","[614, 1235]","[-103, 451]"
"[492, 279]","[533, 247]","[442, 238]","[643, 1183]","[-55, 487]","[648, 1262]","[-80, 476]","[619, 1280]","[-62, 490]","[612, 1238]","[-53, 498]"
"[492, 280]","[533, 247]","[442, 238]","[643, 1182]","[-28, 539]","[650, 1262]","[-47, 537]","[619, 1279]","[-28, 548]","[612, 1237]","[-21, 554]"
"[492, 280]","[534, 247]","[442, 238]","[643, 1185]","[-42, 531]","[650, 1261]","[-64, 528]","[610, 1273]","[-45, 540]","[604, 1228]","[-38, 547]"
"[493, 281]","[534, 248]","[442, 239]","[642, 1185]","[-53, 517]","[649, 1260]","[-78, 512]","[611, 1270]","[-60, 522]","[601, 1222]","[-52, 532]"
"[493, 281]","[534, 248]","[442, 239]","[642, 1177]","[-59, 453]","[649, 1250]","[-83, 428]","[613, 1251]","[-64, 433]","[604, 1205]","[-55, 448]"
"[494, 283]","[534, 250]","[443, 240]","[642, 1174]","[-51, 484]","[649, 1246]","[-74, 470]","[613, 1245]","[-58, 476]","[605, 1200]","[-50, 486]"
"[494, 284]","[534, 251]","[443, 241]","[642, 1174]","[-55, 468]","[648, 1246]","[-79, 448]","[613, 1242]","[-61, 452]","[600, 1196]","[-55, 465]"
"[493, 285]","[533, 252]","[443, 242]","[637, 1170]","[-65, 379]","[641, 1243]","[-92, 337]","[600, 1237]","[-89, 340]","[591, 1192]","[-79, 361]"
"[493, 288]","[533, 255]","[443, 244]","[636, 1170]","[91, 772]","[638, 1243]","[60, 743]","[596, 1235]","[72, 739]","[589, 1192]","[68, 727]"
"[493, 291]","[533, 257]","[444, 245]","[634, 1167]","[90, 786]","[635, 1240]","[87, 841]","[591, 1232]","[111, 844]","[588, 1193]","[105, 824]"
"[493, 292]","[533, 258]","[444, 246]","[632, 1169]","[94, 799]","[633, 1242]","[94, 859]","[588, 1236]","[119, 861]","[586, 1194]","[114, 840]"
"[493, 293]","[532, 259]","[444, 248]","[630, 1169]","[90, 754]","[630, 1243]","[91, 807]","[586, 1236]","[121, 809]","[586, 1202]","[115, 793]"
"[492, 295]","[531, 261]","[444, 249]","[630, 1163]","[92, 768]","[629, 1237]","[88, 821]","[585, 1229]","[115, 826]","[586, 1201]","[112, 809]"
"[492, 296]","[531, 262]","[444, 250]","[629, 1158]","[109, 792]","[627, 1233]","[110, 850]","[583, 1225]","[134, 852]","[586, 1199]","[128, 832]"
"[492, 297]","[530, 263]","[444, 251]","[629, 1153]","[110, 780]","[626, 1230]","[110, 835]","[586, 1225]","[134, 838]","[586, 1197]","[128, 820]"
"[491, 297]","[529, 263]","[444, 252]","[620, 1150]","[112, 768]","[622, 1231]","[114, 821]","[585, 1233]","[138, 825]","[583, 1199]","[132, 807]"
"[490, 297]","[528, 264]","[444, 252]","[621, 1152]","[100, 750]","[623, 1234]","[98, 795]","[587, 1244]","[121, 799]","[583, 1204]","[117, 785]"
"[489, 297]","[527, 264]","[444, 252]","[621, 1151]","[101, 754]","[623, 1232]","[97, 803]","[587, 1245]","[122, 808]","[583, 1205]","[118, 792]"
"[489, 297]","[527, 264]","[444, 252]","[621, 1149]","[103, 770]","[622, 1228]","[98, 822]","[587, 1245]","[124, 827]","[583, 1204]","[121, 809]"
"[489, 297]","[526, 265]","[444, 253]","[621, 1147]","[100, 765]","[622, 1224]","[95, 816]","[591, 1241]","[122, 820]","[586, 1199]","[119, 803]"
"[489, 297]","[526, 265]","[444, 253]","[621, 1146]","[100, 760]","[622, 1222]","[95, 811]","[591, 1239]","[124, 816]","[585, 1197]","[121, 799]"
"[489, 297]","[526, 265]","[444, 253]","[622, 1146]","[104, 787]","[622, 1222]","[100, 845]","[589, 1228]","[130, 851]","[584, 1197]","[127, 831]"
"[489, 298]","[526, 265]","[445, 253]","[620, 1144]","[111, 806]","[622, 1221]","[110, 869]","[586, 1222]","[140, 875]","[583, 1194]","[136, 853]"
"[488, 298]","[526, 266]","[445, 254]","[618, 1140]","[115, 801]","[622, 1218]","[116, 862]","[585, 1222]","[147, 867]","[582, 1190]","[142, 846]"
"[488, 299]","[526, 266]","[445, 255]","[620, 1131]","[114, 798]","[622, 1203]","[115, 859]","[585, 1207]","[146, 863]","[582, 1171]","[141, 842]"
"[488, 301]","[526, 267]","[445, 256]","[620, 1112]","[113, 767]","[622, 1187]","[114, 814]","[588, 1186]","[140, 813]","[583, 1150]","[135, 798]"
"[489, 303]","[526, 269]","[445, 257]","[618, 1107]","[113, 769]","[622, 1185]","[114, 815]","[588, 1186]","[135, 814]","[583, 1149]","[130, 799]"
"[489, 304]","[526, 270]","[445, 258]","[618, 1110]","[112, 766]","[622, 1186]","[113, 811]","[589, 1188]","[133, 810]","[583, 1151]","[129, 796]"
"[489, 305]","[526, 271]","[445, 259]","[623, 1112]","[108, 719]","[625, 1188]","[107, 751]","[597, 1190]","[121, 749]","[590, 1153]","[117, 741]"
"[489, 306]","[526, 271]","[445, 259]","[625, 1113]","[91, 683]","[626, 1191]","[87, 707]","[605, 1191]","[95, 701]","[595, 1155]","[93, 697]"
"[489, 308]","[526, 272]","[445, 260]","[625, 1116]","[95, 700]","[625, 1195]","[89, 732]","[605, 1192]","[97, 729]","[596, 1156]","[93, 721]"
"[489, 309]","[526, 273]","[445, 261]","[628, 1119]","[68, 708]","[627, 1198]","[62, 744]","[610, 1194]","[72, 741]","[600, 1158]","[70, 731]"
"[489, 310]","[526, 275]","[446, 261]","[627, 1121]","[149, 872]","[627, 1200]","[132, 936]","[604, 1195]","[155, 936]","[596, 1158]","[150, 907]"
"[490, 313]","[526, 278]","[447, 264]","[610, 1098]","[210, 917]","[609, 1172]","[203, 970]","[586, 1167]","[248, 963]","[580, 1130]","[248, 938]"
"[490, 316]","[526, 281]","[447, 266]","[610, 1101]","[200, 884]","[613, 1181]","[189, 950]","[585, 1169]","[219, 946]","[579, 1130]","[247, 923]"
