0,1,2,3,4,5,6,7,8,9,10
"[462, 259]","[504, 217]","[416, 223]","[718, 655]","[252, 646]","[698, 589]","[277, 577]","[699, 552]","[277, 541]","[694, 578]","[281, 561]"
"[462, 268]","[505, 225]","[418, 233]","[699, 643]","[272, 623]","[680, 572]","[294, 550]","[681, 536]","[294, 516]","[676, 562]","[299, 535]"
"[463, 270]","[505, 227]","[419, 235]","[708, 646]","[275, 615]","[691, 577]","[296, 538]","[694, 542]","[295, 506]","[688, 568]","[302, 525]"
"[464, 272]","[506, 229]","[420, 236]","[700, 639]","[284, 607]","[681, 572]","[308, 534]","[681, 534]","[310, 504]","[674, 559]","[316, 520]"
"[465, 273]","[507, 230]","[421, 236]","[691, 637]","[283, 607]","[671, 568]","[308, 535]","[674, 531]","[309, 505]","[668, 556]","[314, 520]"
"[465, 273]","[507, 230]","[422, 236]","[689, 637]","[283, 607]","[663, 568]","[308, 535]","[670, 533]","[310, 504]","[665, 557]","[315, 521]"
"[466, 273]","[508, 230]","[422, 236]","[698, 642]","[281, 612]","[679, 578]","[306, 545]","[686, 543]","[306, 513]","[679, 566]","[310, 529]"
"[467, 273]","[508, 231]","[423, 236]","[694, 642]","[282, 612]","[675, 574]","[305, 546]","[680, 541]","[306, 515]","[674, 564]","[310, 530]"
"[467, 274]","[508, 231]","[424, 236]","[694, 644]","[284, 615]","[677, 577]","[306, 550]","[683, 544]","[306, 518]","[677, 567]","[311, 533]"
"[468, 273]","[509, 231]","[424, 236]","[698, 643]","[279, 614]","[681, 574]","[300, 547]","[686, 541]","[301, 515]","[679, 565]","[308, 531]"
"[468, 273]","[509, 230]","[425, 235]","[701, 643]","[274, 615]","[684, 568]","[293, 549]","[685, 534]","[297, 516]","[680, 561]","[303, 532]"
"[468, 273]","[509, 230]","[425, 235]","[705, 642]","[273, 617]","[687, 567]","[291, 551]","[688, 532]","[295, 518]","[682, 557]","[302, 533]"
"[469, 273]","[509, 230]","[425, 235]","[711, 645]","[271, 618]","[693, 568]","[289, 552]","[695, 535]","[293, 519]","[689, 558]","[300, 534]"
"[469, 272]","[510, 230]","[426, 235]","[717, 654]","[269, 619]","[701, 578]","[289, 555]","[702, 541]","[292, 522]","[696, 568]","[298, 537]"
"[469, 272]","[510, 230]","[426, 235]","[720, 656]","[268, 620]","[705, 580]","[287, 555]","[707, 543]","[290, 522]","[700, 571]","[296, 538]"
"[469, 272]","[510, 230]","[426, 235]","[719, 654]","[269, 621]","[703, 577]","[289, 556]","[705, 541]","[291, 523]","[699, 570]","[297, 538]"
"[469, 272]","[510, 230]","[426, 235]","[721, 653]","[269, 621]","[705, 577]","[290, 556]","[707, 540]","[292, 523]","[700, 569]","[297, 538]"
"[469, 272]","[510, 230]","[426, 235]","[717, 643]","[270, 622]","[696, 564]","[292, 556]","[696, 526]","[292, 522]","[691, 555]","[299, 538]"
