0,1,2,3,4,5,6,7,8,9,10
"[467, 321]","[520, 287]","[422, 286]","[570, 1076]","[303, 858]","[565, 1169]","[364, 863]","[547, 1148]","[378, 831]","[539, 1096]","[360, 825]"
"[466, 324]","[519, 292]","[423, 288]","[557, 1085]","[315, 876]","[558, 1173]","[385, 876]","[529, 1163]","[397, 846]","[526, 1119]","[375, 840]"
"[466, 327]","[518, 296]","[424, 291]","[552, 1085]","[317, 879]","[550, 1157]","[386, 876]","[521, 1144]","[395, 839]","[520, 1110]","[376, 837]"
"[465, 328]","[518, 298]","[424, 292]","[551, 1092]","[313, 876]","[549, 1169]","[379, 873]","[517, 1158]","[388, 836]","[514, 1121]","[370, 832]"
"[465, 330]","[518, 299]","[425, 293]","[553, 1096]","[317, 871]","[555, 1174]","[384, 859]","[522, 1162]","[390, 824]","[517, 1127]","[373, 821]"
"[466, 331]","[518, 300]","[426, 294]","[546, 1098]","[319, 871]","[548, 1178]","[385, 858]","[514, 1168]","[391, 824]","[509, 1131]","[374, 821]"
"[466, 331]","[518, 300]","[427, 294]","[543, 1103]","[321, 873]","[548, 1194]","[387, 861]","[513, 1180]","[396, 829]","[506, 1147]","[376, 826]"
"[466, 331]","[518, 300]","[427, 294]","[543, 1103]","[322, 876]","[546, 1194]","[391, 872]","[513, 1181]","[398, 835]","[510, 1148]","[377, 832]"
"[466, 332]","[518, 301]","[427, 294]","[548, 1103]","[322, 876]","[551, 1194]","[390, 871]","[519, 1182]","[399, 838]","[515, 1150]","[378, 834]"
"[466, 332]","[518, 301]","[427, 295]","[550, 1104]","[323, 876]","[554, 1196]","[392, 870]","[521, 1184]","[400, 836]","[518, 1150]","[378, 832]"
"[466, 332]","[518, 301]","[427, 295]","[551, 1104]","[322, 876]","[556, 1197]","[391, 868]","[522, 1185]","[399, 835]","[517, 1151]","[378, 832]"
"[465, 332]","[517, 301]","[427, 295]","[553, 1102]","[321, 878]","[556, 1196]","[390, 873]","[523, 1186]","[399, 838]","[518, 1150]","[378, 834]"
"[465, 332]","[517, 301]","[427, 296]","[554, 1101]","[321, 879]","[557, 1196]","[389, 876]","[524, 1186]","[398, 839]","[519, 1148]","[377, 836]"
"[464, 333]","[516, 301]","[426, 296]","[555, 1100]","[320, 879]","[558, 1194]","[388, 875]","[525, 1185]","[397, 838]","[520, 1146]","[377, 836]"
"[464, 333]","[516, 302]","[426, 296]","[555, 1093]","[320, 880]","[558, 1185]","[388, 878]","[529, 1170]","[396, 840]","[525, 1128]","[377, 838]"
"[464, 333]","[516, 302]","[426, 296]","[555, 1092]","[320, 881]","[558, 1183]","[388, 879]","[530, 1167]","[395, 842]","[525, 1130]","[376, 839]"
"[463, 334]","[515, 302]","[426, 296]","[556, 1091]","[319, 881]","[559, 1182]","[387, 881]","[532, 1166]","[395, 843]","[526, 1130]","[376, 841]"
"[463, 334]","[514, 302]","[426, 296]","[558, 1084]","[319, 881]","[561, 1171]","[387, 883]","[535, 1157]","[395, 846]","[531, 1118]","[376, 842]"
